,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
0,code,/home/erb/.eegnb/tmp/materials.final/comp/final-11-1.png,up,0.03210944799866411,1623664216.5183454,42.105710666997766,1623664258.5919461
1,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_9.PNG,down,47.13851096399958,1623664263.6247468,82.96730132899756,1623664299.453537
2,code,/home/erb/.eegnb/tmp/materials.final/comp/final-7-1.png,up,88.01286436800001,1623664304.4991002,186.94818585699977,1623664403.4344215
3,code,/home/erb/.eegnb/tmp/materials.final/comp/final-1-1.png,down,192.00668256399877,1623664408.4929185,286.12371569099923,1623664502.6099515
4,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_3.PNG,up,291.15167419499994,1623664507.6379097,305.96315694499935,1623664522.4493926
5,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_12.PNG,up,310.99737661799736,1623664527.4836147,331.9180963689978,1623664548.4043324
6,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_17.PNG,up,336.95961525299936,1623664553.4458537,345.92015260100015,1623664562.4063883
7,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_4.PNG,up,350.9551511159989,1623664567.441387,371.5623553389996,1623664588.0485911
8,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-2.png,up,376.61617419499817,1623664593.1024106,488.87507342000026,1623664705.3613093
9,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_6.PNG,up,493.90713160700034,1623664710.3933675,504.04498475799846,1623664720.5312204
10,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-2.png,up,509.10381930699805,1623664725.590055,580.2788580619999,1623664796.7650936
11,code,/home/erb/.eegnb/tmp/materials.final/comp/final-9-1.png,up,585.3203561759983,1623664801.806592,693.5117098289993,1623664909.9979458
12,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-3.png,up,698.562256199999,1623664915.0484922,794.5037523989995,1623665010.9899883
