,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
13,code,/home/erb/.eegnb/tmp/materials.final/comp/final-8-1.png,up,799.5567288109996,1623665016.0429647,870.6226633339975,1623665087.108899
14,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_14.PNG,up,875.6567238290008,1623665092.1429598,890.4629465270009,1623665106.949182
15,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_19.PNG,up,895.4856889410003,1623665111.9719253,904.2829442639995,1623665120.7691803
16,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_8.PNG,up,909.3159857579994,1623665125.802222,934.515247121999,1623665151.001483
17,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_6.PNG,up,939.5426944289975,1623665156.0289302,959.2288486519974,1623665175.715084
18,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_8.PNG,up,964.2538894809986,1623665180.7401257,994.832142498999,1623665211.3183782
19,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_15.PNG,up,999.8628297989999,1623665216.3490658,1031.631858632998,1623665248.1180944
20,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_3.PNG,up,1036.6546977209982,1623665253.1409333,1053.3029939150001,1623665269.7892296
21,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_7.PNG,up,1058.3332470239984,1623665274.819483,1079.9281321449998,1623665296.4143677
22,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_5.PNG,up,1084.9608161979995,1623665301.4470522,1093.7456436039975,1623665310.2318795
23,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_5.PNG,up,1098.7744318580008,1623665315.2606678,1106.125794536998,1623665322.61203
24,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-2.png,up,1111.1717303650003,1623665327.6579661,1285.877502856998,1623665502.3637385
25,code,/home/erb/.eegnb/tmp/materials.final/comp/final-4-1.png,up,1290.9322696739982,1623665507.4185057,1372.8218031059987,1623665589.3080387
26,code,/home/erb/.eegnb/tmp/materials.final/comp/final-3-1.png,space,1375.8636158560003,1623665592.349852,1376.0195003199988,1623665592.505736
27,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-1.png,space,1376.1988689809987,1623665592.685105,1376.3364435859985,1623665592.822679
28,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_11.PNG,space,1376.4968092319978,1623665592.9830453,1376.655732201998,1623665593.1419675
29,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_4.PNG,space,1376.796683307999,1623665593.2829194,1376.9338316579997,1623665593.4200673
30,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-2.png,space,1377.0968787579986,1623665593.583116,1377.3286756669986,1623665593.8149116
31,code,/home/erb/.eegnb/tmp/materials.final/comp/final-14-1.png,space,1377.4632338849988,1623665593.94947,1377.5704874660005,1623665594.0567229
32,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_10.PNG,space,1377.7298672029974,1623665594.216104,1377.851799218999,1623665594.3380346
33,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_16.PNG,space,1378.013113099998,1623665594.4993494,1378.166842243998,1623665594.653078
34,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-1.png,space,1378.3298220029974,1623665594.8160584,1378.4480811680005,1623665594.9343166
35,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-1.png,space,1378.6465662029987,1623665595.132802,1378.750510990998,1623665595.2367465
36,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_20.PNG,space,1378.929619991999,1623665595.4158556,1379.0663614320001,1623665595.5525973
37,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_13.PNG,space,1379.2295738549983,1623665595.7158098,1379.4172291819996,1623665595.903465
38,code,/home/erb/.eegnb/tmp/materials.final/comp/final-15-1.png,space,1379.5961395230006,1623665596.0823755,1379.7288717429983,1623665596.2151077
39,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_18.PNG,space,1379.9127536889973,1623665596.3989892,1380.0748028399976,1623665596.5610385
40,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-1.png,space,1380.262671184999,1623665596.7489076,1380.4094315449984,1623665596.8956673
41,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_2.PNG,space,1380.5792512989974,1623665597.0654871,1380.7299783609997,1623665597.2162137
42,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_1.PNG,space,1380.8958678849995,1623665597.3821042,1381.0646779199997,1623665597.5509136
43,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_1.PNG,space,1381.2291027889987,1623665597.7153385,1381.403257359998,1623665597.8894932
44,code,/home/erb/.eegnb/tmp/materials.final/comp/final-13-1.png,space,1381.895613271001,1623665598.381849,1382.0743835139983,1623665598.560619
45,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_10.PNG,space,1382.2455396519981,1623665598.7317758,1382.4397081940006,1623665598.9259439
46,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_2.PNG,space,1382.6121962399993,1623665599.0984323,1382.958196519001,1623665599.444432
47,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_9.PNG,space,1383.1130082470008,1623665599.5992444,1383.2862854359992,1623665599.7725213
