,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
0,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-1.png,up,0.048478723000016544,1623673893.5097675,58.636016559999916,1623673952.0973046
1,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_5.PNG,up,63.66230954299999,1623673957.1235979,89.76302330000021,1623673983.2243116
2,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-2.png,up,94.80282320599986,1623673988.2641115,140.45293412200022,1623674033.914222
3,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_6.PNG,down,145.487341755,1623674038.9486315,187.45321465099983,1623674080.9145026
4,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_12.PNG,down,192.48954924099985,1623674085.9508376,237.90606157700017,1623674131.3673494
5,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_10.PNG,up,242.9406819899998,1623674136.4019704,283.320978471,1623674176.7822664
6,code,/home/erb/.eegnb/tmp/materials.final/comp/final-14-1.png,down,288.36010058099987,1623674181.821389,334.23550895799985,1623674227.696797
7,code,/home/erb/.eegnb/tmp/materials.final/comp/final-4-1.png,down,339.2779254889999,1623674232.7392137,420.83207725499983,1623674314.2933652
8,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-1.png,down,425.8846313390002,1623674319.3459194,475.3938348680001,1623674368.8551228
9,code,/home/erb/.eegnb/tmp/materials.final/comp/final-15-1.png,down,480.4347077350001,1623674373.8959959,542.8205946679998,1623674436.2818828
10,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-2.png,up,547.8640467759999,1623674441.3253345,610.567739805,1623674504.029028
11,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_14.PNG,up,615.5932829780002,1623674509.0545716,646.1158646199999,1623674539.5771527
12,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-1.png,down,651.1657590789998,1623674544.627047,717.014599116,1623674610.475887
13,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-3.png,down,722.060605718,1623674615.5218937,798.5058269869999,1623674691.967115
14,code,/home/erb/.eegnb/tmp/materials.final/comp/final-11-1.png,down,803.552394434,1623674697.0136824,889.1668167670002,1623674782.628105
15,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_4.PNG,down,894.1913478260001,1623674787.652636,922.7154922920001,1623674816.1767802
16,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_19.PNG,up,927.747654478,1623674821.2089427,957.4970140600001,1623674850.9583023
17,code,/home/erb/.eegnb/tmp/materials.final/comp/final-3-1.png,up,962.5371645600001,1623674855.9984524,1018.0347672979999,1623674911.4960556
18,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_9.PNG,up,1023.0685016969999,1623674916.5297904,1055.3408831640002,1623674948.8021712
