,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
20,code,/home/erb/.eegnb/tmp/materials.final/comp/final-11-1.png,down,891.1751212939998,1622229574.29998,965.5135275529992,1622229648.6383865
21,code,/home/erb/.eegnb/tmp/materials.final/comp/final-15-1.png,space,970.5621190090005,1622229653.6869774,1005.0142855480008,1622229688.139144
22,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-1.png,space,1007.256184119,1622229690.3810427,1007.4219339369993,1622229690.5467925
23,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-1.png,space,1007.6226947489995,1622229690.7475538,1007.8484504700009,1622229690.973309
24,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_15.PNG,space,1007.9894079149999,1622229691.1142664,1008.1111879109994,1622229691.2360463
25,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_17.PNG,space,1008.2403027920009,1622229691.3651614,1008.380513741,1622229691.505372
26,code,/home/erb/.eegnb/tmp/materials.final/comp/final-8-1.png,space,1008.5559350620006,1622229691.6807933,1008.6662026060003,1622229691.7910614
27,code,/home/erb/.eegnb/tmp/materials.final/comp/final-13-1.png,space,1008.8225662740006,1622229691.9474251,1008.9353889180002,1622229692.060247
28,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-2.png,space,1009.1058184129997,1622229692.230677,1009.2248724540004,1622229692.349731
29,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-1.png,space,1009.4058052639994,1622229692.530664,1009.5277378640003,1622229692.6525962
30,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_13.PNG,space,1009.6890724719997,1622229692.8139312,1009.83226612,1622229692.9571247
31,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-1.png,space,1010.0056788239999,1622229693.1305373,1010.1332927299991,1622229693.258151
32,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_16.PNG,space,1010.2889808750006,1622229693.4138396,1010.4346591600006,1622229693.5595174
33,code,/home/erb/.eegnb/tmp/materials.final/comp/final-7-1.png,space,1010.6222738489996,1622229693.7471323,1010.7361268259992,1622229693.860985
34,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_14.PNG,space,1010.9055384059993,1622229694.030397,1011.0313233659999,1622229694.1561818
35,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_1.PNG,space,1011.2054712509998,1622229694.3303301,1011.3406922600007,1622229694.465551
36,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_12.PNG,space,1011.5054610970001,1622229694.6303196,1011.6556759439991,1622229694.7805345
37,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_8.PNG,space,1011.8220519810002,1622229694.9469104,1011.9674358049997,1622229695.0922947
