,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
0,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_18.PNG,up,0.01662380900233984,1617371958.648184,34.61434041103348,1617371993.245899
1,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_8.PNG,up,39.650153547059745,1617371998.2817135,84.38261333713308,1617372043.0141714
2,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-2-2.png,up,89.43431820813566,1617372048.0658772,195.39161324920133,1617372154.0231714
3,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_9.PNG,up,200.4175064151641,1617372159.049065,214.49578275717795,1617372173.1273408
4,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-11-1.png,space,219.55126049811952,1617372178.18282,233.1228882810101,1617372191.7544465
5,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_5.PNG,space,233.30091718398035,1617372191.9324753,233.41492690704763,1617372192.046485
6,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-5-2.png,space,233.58414426306263,1617372192.2157028,233.7080318161752,1617372192.3395903
7,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-3-1.png,space,233.85111789801158,1617372192.482677,234.00094985216856,1617372192.6325095
8,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_2.PNG,space,234.1675199661404,1617372192.7990787,234.29395795217715,1617372192.9255161
9,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_14.PNG,space,234.45090537006035,1617372193.0824645,234.5858900710009,1617372193.2174482
10,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-15-1.png,space,234.7341731961351,1617372193.3657327,234.8559823150281,1617372193.4875405
11,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-8-1.png,space,235.05088608898222,1617372193.6824443,235.17207497102208,1617372193.8036335
12,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_11.PNG,space,235.35095131606795,1617372193.9825103,235.46415128512308,1617372194.09571
13,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_15.PNG,space,235.63440388720483,1617372194.2659636,235.7800138699822,1617372194.4115725
14,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-2-1.png,space,235.95091851404868,1617372194.5824776,236.0729363881983,1617372194.704495
15,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_6.PNG,space,236.2509825231973,1617372194.8825417,236.38903277507052,1617372195.0205908
16,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-10-2.png,space,236.58429927704856,1617372195.215859,236.72702838107944,1617372195.3585865
17,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_17.PNG,space,236.88433384802192,1617372195.5158925,237.04298871615902,1617372195.6745472
18,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_20.PNG,space,237.234247779008,1617372195.8658063,237.35892062820494,1617372195.9904795
19,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-7-1.png,space,237.55099636199884,1617372196.1825552,237.69708230812103,1617372196.328641
20,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_4.PNG,space,237.88419827399775,1617372196.5157566,238.01339218998328,1617372196.644951
21,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-4-1.png,space,238.21784986997955,1617372196.8494096,238.35220872308128,1617372196.983767
22,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-12-2.png,space,238.53436153312214,1617372197.1659217,238.66805182909593,1617372197.29961
23,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_10.PNG,space,238.85107078310102,1617372197.4826295,238.98318675719202,1617372197.6147451
24,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_19.PNG,space,239.16789685213007,1617372197.799456,239.32205834705383,1617372197.9536169
25,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-5-1.png,space,239.50109103112482,1617372198.1326497,239.63809744105674,1617372198.2696557
26,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-10-1.png,space,239.83444043714553,1617372198.4659996,239.954111373052,1617372198.58567
27,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_16.PNG,space,240.134431501152,1617372198.765991,240.31598597601987,1617372198.9475448
28,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-1-1.png,space,240.50083160609938,1617372199.1323903,240.63103459519334,1617372199.2625933
29,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-5-3.png,space,240.83443197910674,1617372199.4659913,240.9699860010296,1617372199.6015449
30,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_1.PNG,space,241.15104656806216,1617372199.7826054,241.30899732699618,1617372199.940556
31,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-14-1.png,space,241.48439057008363,1617372200.1159496,241.62409902806394,1617372200.2556577
32,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-12-1.png,space,241.81775353499688,1617372200.4493124,241.96301797102205,1617372200.5945761
33,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_3.PNG,space,242.15129579114728,1617372200.7828548,242.27910973899998,1617372200.9106681
34,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-9-1.png,space,242.48437965102494,1617372201.1159391,242.5940598740708,1617372201.2256186
35,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_12.PNG,space,242.78443248500116,1617372201.415991,242.93314939411357,1617372201.5647078
36,prose,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/prose/bugs/bugs_13.PNG,space,243.11765081598423,1617372201.7492096,243.24908255203627,1617372201.880641
37,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-13-1.png,space,243.45091250399128,1617372202.0824714,243.58710444020107,1617372202.2186635
