timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1606136340.816,89.844,-31.738,-33.203,249.023,0.000,0
1606136340.820,83.008,-30.273,-35.156,311.035,0.000,0
1606136340.824,-116.211,-42.480,-38.574,-110.840,0.000,0
1606136340.828,-228.027,-41.504,-40.527,-420.898,0.000,0
1606136340.831,-120.117,-37.109,-36.621,-226.074,0.000,0
1606136340.835,57.617,-30.762,-29.297,211.426,0.000,0
1606136340.839,83.984,-22.949,-25.391,331.543,0.000,0
1606136340.843,-69.824,-29.297,-30.762,-40.527,0.000,0
1606136340.847,-192.383,-32.715,-36.621,-379.395,0.000,0
1606136340.851,-114.746,-34.180,-30.273,-263.184,0.000,0
1606136340.855,67.871,-33.203,-16.602,174.805,0.000,0
1606136340.859,111.328,-23.926,-22.949,345.703,0.000,0
1606136340.863,-29.297,-27.344,-36.621,15.137,0.000,0
1606136340.867,-167.480,-37.598,-34.668,-354.492,0.000,0
1606136340.870,-134.766,-34.668,-30.762,-309.082,0.000,0
1606136340.874,33.691,-24.902,-32.227,117.676,0.000,0
1606136340.878,104.492,-20.996,-27.344,353.027,0.000,0
1606136340.882,-24.902,-30.762,-36.621,67.871,0.000,0
1606136340.886,-182.617,-39.551,-41.016,-346.191,0.000,0
1606136340.890,-162.109,-26.855,-29.785,-354.492,0.000,0
1606136340.894,25.391,-14.160,-20.996,84.473,0.000,0
1606136340.898,103.516,-19.043,-11.719,351.074,0.000,0
1606136340.902,-24.414,-36.621,-9.766,124.023,0.000,0
1606136340.906,-187.500,-14.648,-20.020,-291.504,0.000,0
1606136340.910,-202.148,-0.977,-21.973,-391.113,0.000,0
1606136340.913,-41.992,-34.668,-8.789,-2.930,0.000,0
1606136340.917,68.848,-34.668,-10.254,315.918,0.000,0
1606136340.921,-9.766,-37.109,-18.066,163.086,0.000,0
1606136340.925,-174.805,-28.809,-17.578,-266.113,0.000,0
1606136340.929,-211.914,-30.762,-21.973,-417.480,0.000,0
1606136340.933,-55.176,-43.945,-20.996,-54.199,0.000,0
1606136340.937,86.914,-26.855,-14.160,311.035,0.000,0
1606136340.941,36.133,-29.297,-16.113,226.562,0.000,0
1606136340.945,-150.879,-46.875,-26.855,-220.215,0.000,0
1606136340.949,-216.309,-43.945,-30.273,-425.781,0.000,0
1606136340.953,-72.266,-26.367,-24.902,-116.699,0.000,0
1606136340.956,76.660,-20.508,-22.949,275.879,0.000,0
1606136340.960,43.457,-33.203,-19.043,256.348,0.000,0
1606136340.964,-135.254,-37.598,-19.531,-183.594,0.000,0
1606136340.968,-214.355,-29.785,-27.344,-427.734,0.000,0
1606136340.972,-93.262,-28.809,-28.809,-166.992,0.000,0
1606136340.976,72.266,-23.926,-25.391,247.559,0.000,0
1606136340.980,81.543,-24.902,-18.555,291.992,0.000,0
1606136340.984,-92.773,-33.203,-27.344,-128.906,0.000,0
1606136340.988,-204.102,-11.230,-39.062,-430.176,0.000,0
1606136340.992,-107.422,-15.137,-23.926,-230.957,0.000,0
1606136340.995,66.895,-33.203,-13.184,216.309,0.000,0
1606136340.999,85.449,-28.809,-13.672,321.777,0.000,0
1606136341.003,-71.777,-36.133,-13.672,-60.547,0.000,0
1606136341.007,-186.523,-49.805,-16.113,-387.207,0.000,0
1606136341.011,-114.746,-50.293,-19.531,-261.230,0.000,0
1606136341.015,69.824,-47.363,-19.043,191.895,0.000,0
1606136341.019,123.535,-51.758,-10.254,367.676,0.000,0
1606136341.023,-24.902,-46.875,-20.508,21.973,0.000,0
1606136341.027,-164.551,-35.645,-36.133,-355.469,0.000,0
1606136341.031,-117.188,-39.551,-33.203,-302.734,0.000,0
1606136341.035,57.129,-39.551,-26.367,144.531,0.000,0
1606136341.038,117.676,-33.691,-25.391,369.141,0.000,0
1606136341.042,-9.766,-37.598,-27.832,83.496,0.000,0
1606136341.046,-162.598,-48.340,-27.344,-319.824,0.000,0
1606136341.050,-145.996,-45.410,-20.996,-336.914,0.000,0
1606136341.054,31.250,-31.738,-14.648,93.262,0.000,0
1606136341.058,115.234,-29.297,-14.160,356.934,0.000,0
1606136341.062,-1.953,-42.969,-17.090,136.719,0.000,0
1606136341.066,-154.785,-19.531,-19.043,-257.324,0.000,0
1606136341.070,-159.180,-2.441,-20.996,-354.492,0.000,0
1606136341.074,6.348,-28.809,-20.508,28.809,0.000,0
1606136341.078,124.023,-27.832,-12.695,355.469,0.000,0
1606136341.081,36.133,-33.203,-16.602,194.824,0.000,0
1606136341.085,-134.277,-52.734,-27.344,-242.676,0.000,0
1606136341.089,-157.715,-51.270,-26.855,-385.742,0.000,0
1606136341.093,-1.953,-36.133,-20.020,-34.668,0.000,0
1606136341.097,123.535,-27.344,-18.066,312.012,0.000,0
1606136341.101,64.941,-30.273,-25.391,227.051,0.000,0
1606136341.105,-107.422,-40.527,-31.250,-216.309,0.000,0
1606136341.109,-158.203,-31.738,-28.809,-416.992,0.000,0
1606136341.113,-21.484,-21.484,-26.855,-92.773,0.000,0
1606136341.117,114.746,-17.090,-26.855,286.133,0.000,0
1606136341.120,83.984,-23.438,-22.949,254.395,0.000,0
1606136341.124,-92.773,-19.043,-34.668,-179.688,0.000,0
1606136341.128,-176.758,-10.254,-44.434,-434.082,0.000,0
1606136341.132,-55.176,-27.344,-38.086,-170.898,0.000,0
1606136341.136,97.168,-27.832,-31.738,253.418,0.000,0
1606136341.140,91.797,-23.438,-30.762,298.340,0.000,0
1606136341.144,-76.172,-27.344,-28.809,-126.465,0.000,0
1606136341.148,-179.688,-34.668,-28.320,-422.363,0.000,0
1606136341.152,-87.891,-42.480,-33.691,-225.098,0.000,0
1606136341.156,91.309,-32.227,-30.762,208.008,0.000,0
1606136341.160,111.328,-19.043,-20.996,327.637,0.000,0
1606136341.163,-66.895,-20.996,-28.320,-61.523,0.000,0
1606136341.167,-181.152,0.977,-38.086,-401.855,0.000,0
1606136341.171,-113.770,-5.859,-31.250,-273.926,0.000,0
1606136341.175,62.012,-29.785,-25.879,179.199,0.000,0
1606136341.179,108.398,-27.832,-28.809,354.492,0.000,0
1606136341.183,-36.133,-24.414,-22.461,6.348,0.000,0
1606136341.187,-166.992,-28.320,-21.973,-365.234,0.000,0
1606136341.191,-122.070,-33.691,-38.086,-306.641,0.000,0
1606136341.195,63.477,-21.973,-28.809,139.648,0.000,0
1606136341.199,136.230,-18.066,-20.020,367.188,0.000,0
1606136341.203,2.441,-29.785,-30.762,81.543,0.000,0
1606136341.206,-143.066,-23.438,-35.156,-320.801,0.000,0
1606136341.210,-116.699,-25.879,-36.621,-332.031,0.000,0
1606136341.214,55.664,-31.738,-30.762,100.586,0.000,0
1606136341.218,148.438,-18.555,-22.461,368.164,0.000,0
1606136341.222,42.480,-15.137,-22.461,132.324,0.000,0
1606136341.226,-125.000,-24.414,-27.344,-288.574,0.000,0
1606136341.230,-134.277,-26.367,-27.344,-364.746,0.000,0
1606136341.234,26.855,-25.879,-22.461,37.598,0.000,0
1606136341.238,132.812,-20.508,-18.066,355.957,0.000,0
1606136341.242,50.293,-9.277,-16.602,189.941,0.000,0
1606136341.245,-124.512,-17.578,-24.902,-247.559,0.000,0
1606136341.249,-162.598,-29.785,-29.297,-380.371,0.000,0
1606136341.253,-1.465,-26.367,-23.926,-8.301,0.000,0
1606136341.257,123.535,-20.508,-26.855,340.332,0.000,0
1606136341.261,49.316,-32.227,-33.203,233.398,0.000,0
1606136341.265,-125.000,-38.086,-31.250,-213.867,0.000,0
1606136341.269,-177.246,-33.203,-36.621,-409.180,0.000,0
1606136341.273,-39.062,-31.250,-35.645,-91.309,0.000,0
1606136341.277,102.051,-26.855,-31.738,291.504,0.000,0
1606136341.281,69.336,-29.785,-33.203,260.742,0.000,0
1606136341.285,-103.516,-39.062,-28.320,-164.551,0.000,0
1606136341.288,-187.012,-49.316,-37.109,-413.086,0.000,0
1606136341.292,-64.453,-43.945,-40.039,-156.250,0.000,0
1606136341.296,88.379,-25.879,-28.320,259.766,0.000,0
1606136341.300,75.195,-23.438,-20.020,302.246,0.000,0
1606136341.304,-94.727,-20.020,-29.297,-126.953,0.000,0
1606136341.308,-189.453,-19.531,-41.504,-423.828,0.000,0
1606136341.312,-83.008,-28.320,-38.086,-221.680,0.000,0
1606136341.316,87.891,-17.090,-24.902,225.586,0.000,0
1606136341.320,104.004,-15.137,-23.438,336.426,0.000,0
1606136341.324,-64.941,-26.855,-33.203,-66.895,0.000,0
1606136341.328,-181.641,-40.039,-32.227,-404.297,0.000,0
1606136341.331,-104.980,-33.203,-28.809,-270.996,0.000,0
1606136341.335,68.848,-19.043,-27.832,181.641,0.000,0
1606136341.339,107.910,-22.949,-27.832,353.516,0.000,0
1606136341.343,-44.434,-25.879,-30.273,5.859,0.000,0
1606136341.347,-175.293,-26.367,-30.762,-356.934,0.000,0
1606136341.351,-129.883,-33.691,-29.785,-296.387,0.000,0
1606136341.355,44.922,-32.227,-15.137,145.020,0.000,0
1606136341.359,117.188,-26.367,-3.418,371.582,0.000,0
1606136341.363,-8.789,-29.297,-13.184,74.707,0.000,0
1606136341.367,-159.180,-33.203,-23.926,-337.891,0.000,0
1606136341.370,-147.949,-39.062,-24.902,-352.051,0.000,0
1606136341.374,23.438,-32.715,-19.531,89.355,0.000,0
1606136341.378,114.746,-19.531,-24.414,364.258,0.000,0
1606136341.382,4.883,-26.855,-26.367,131.348,0.000,0
1606136341.386,-156.738,-39.062,-26.855,-303.711,0.000,0
1606136341.390,-155.762,-35.156,-29.785,-369.629,0.000,0
1606136341.394,11.719,-25.879,-33.203,42.969,0.000,0
1606136341.398,116.211,-20.996,-28.809,339.355,0.000,0
1606136341.402,28.809,-22.949,-24.902,166.992,0.000,0
1606136341.406,-140.625,-33.691,-29.297,-271.973,0.000,0
1606136341.410,-154.297,-25.879,-27.344,-389.648,0.000,0
1606136341.413,5.859,-14.648,-19.043,-10.742,0.000,0
1606136341.417,128.906,-11.719,-18.555,336.914,0.000,0
1606136341.421,62.988,-12.207,-25.879,233.398,0.000,0
1606136341.425,-121.094,-29.785,-28.320,-208.496,0.000,0
1606136341.429,-176.270,-41.992,-41.016,-403.809,0.000,0
1606136341.433,-35.156,-31.250,-38.574,-90.332,0.000,0
1606136341.437,109.375,-16.113,-20.020,303.711,0.000,0
1606136341.441,74.707,-14.648,-19.043,276.367,0.000,0
1606136341.445,-104.980,-30.762,-33.691,-166.504,0.000,0
1606136341.449,-187.988,-42.480,-43.945,-419.922,0.000,0
1606136341.453,-70.312,-31.250,-38.086,-163.574,0.000,0
1606136341.456,82.520,-22.949,-25.391,241.699,0.000,0
1606136341.460,68.359,-23.438,-22.949,272.949,0.000,0
1606136341.464,-104.004,-30.762,-33.203,-144.043,0.000,0
1606136341.468,-194.824,-38.574,-41.504,-422.852,0.000,0
1606136341.472,-85.449,-34.668,-39.551,-210.449,0.000,0
1606136341.476,82.520,-19.043,-30.273,212.402,0.000,0
1606136341.480,95.703,-19.531,-28.320,310.547,0.000,0
1606136341.484,-73.242,-31.250,-34.180,-69.824,0.000,0
1606136341.488,-194.824,-38.086,-30.273,-398.438,0.000,0
1606136341.492,-120.605,-35.645,-30.762,-271.973,0.000,0
1606136341.495,65.918,-21.484,-30.273,171.387,0.000,0
1606136341.499,111.816,-22.949,-31.250,333.008,0.000,0
1606136341.503,-48.340,-28.320,-41.504,-23.926,0.000,0
1606136341.507,-181.641,-32.715,-46.387,-393.066,0.000,0
1606136341.511,-130.371,-36.621,-32.715,-314.941,0.000,0
1606136341.515,45.410,-24.902,-16.602,129.395,0.000,0
1606136341.519,118.652,-15.137,-27.832,348.633,0.000,0
1606136341.523,-17.578,-24.902,-33.691,52.246,0.000,0
1606136341.527,-168.457,-37.598,-32.715,-346.191,0.000,0
1606136341.531,-143.066,-45.410,-35.645,-344.727,0.000,0
1606136341.535,40.527,-38.574,-35.645,98.145,0.000,0
1606136341.538,136.719,-22.461,-34.180,374.512,0.000,0
1606136341.542,20.508,-26.367,-25.879,127.930,0.000,0
1606136341.546,-143.066,-34.668,-21.973,-300.293,0.000,0
1606136341.550,-143.066,-35.156,-17.578,-352.539,0.000,0
1606136341.554,23.438,-28.809,-15.137,67.871,0.000,0
1606136341.558,127.930,-16.602,-20.508,376.465,0.000,0
1606136341.562,38.574,-16.113,-20.508,195.801,0.000,0
1606136341.566,-130.371,-27.344,-20.020,-246.094,0.000,0
1606136341.570,-168.945,-33.691,-16.602,-380.859,0.000,0
1606136341.574,-7.324,-22.949,-14.160,0.488,0.000,0
1606136341.578,125.977,-15.625,-24.414,347.656,0.000,0
1606136341.581,56.152,-20.996,-17.090,229.980,0.000,0
1606136341.585,-120.117,-29.297,-15.625,-215.820,0.000,0
1606136341.589,-166.016,-29.785,-29.297,-401.855,0.000,0
1606136341.593,-17.090,-21.484,-27.344,-64.941,0.000,0
1606136341.597,107.910,-20.020,-15.625,306.152,0.000,0
1606136341.601,45.898,-28.809,-20.020,243.164,0.000,0
1606136341.605,-129.883,-36.133,-21.973,-187.988,0.000,0
1606136341.609,-200.195,-44.434,-20.020,-410.645,0.000,0
1606136341.613,-73.242,-37.109,-20.020,-140.625,0.000,0
1606136341.617,90.820,-21.973,-10.254,258.301,0.000,0
1606136341.620,78.125,-25.879,-16.602,275.879,0.000,0
1606136341.624,-93.750,-33.691,-24.414,-129.883,0.000,0
1606136341.628,-182.129,-29.297,-20.508,-397.461,0.000,0
1606136341.632,-81.055,-22.461,-28.320,-206.055,0.000,0
1606136341.636,75.684,-21.484,-30.762,206.543,0.000,0
1606136341.640,88.867,-22.461,-17.578,301.758,0.000,0
1606136341.644,-73.730,-30.273,-19.531,-79.590,0.000,0
1606136341.648,-190.430,-35.645,-30.273,-396.973,0.000,0
1606136341.652,-109.375,-32.715,-30.762,-257.812,0.000,0
1606136341.656,66.406,-22.461,-26.367,172.852,0.000,0
1606136341.660,105.957,-17.578,-18.555,328.125,0.000,0
1606136341.663,-45.410,-31.250,-21.973,-20.996,0.000,0
1606136341.667,-187.500,-43.945,-33.691,-379.395,0.000,0
1606136341.671,-141.113,-40.527,-23.926,-296.875,0.000,0
1606136341.675,38.574,-32.715,-10.742,141.602,0.000,0
1606136341.679,100.586,-20.996,-16.602,336.914,0.000,0
1606136341.683,-34.180,-24.414,-20.020,32.715,0.000,0
1606136341.687,-180.176,-47.363,-28.809,-363.770,0.000,0
1606136341.691,-148.438,-46.875,-32.715,-359.375,0.000,0
1606136341.695,34.180,-23.926,-20.020,93.750,0.000,0
1606136341.699,123.535,-14.648,-13.672,366.211,0.000,0
1606136341.703,5.371,-26.855,-20.020,112.793,0.000,0
1606136341.706,-158.203,-31.250,-17.578,-301.758,0.000,0
1606136341.710,-156.250,-35.645,-25.391,-365.723,0.000,0
1606136341.714,12.207,-28.320,-33.691,32.227,0.000,0
1606136341.718,126.465,-17.090,-24.414,339.844,0.000,0
1606136341.722,41.016,-16.113,-21.973,177.734,0.000,0
1606136341.726,-132.812,-33.691,-27.344,-246.582,0.000,0
1606136341.730,-166.016,-46.875,-41.016,-387.695,0.000,0
1606136341.734,-7.324,-31.738,-37.109,-22.949,0.000,0
1606136341.738,123.535,-13.672,-17.578,334.473,0.000,0
1606136341.742,52.246,-18.066,-18.555,226.074,0.000,0
1606136341.745,-130.859,-29.297,-24.414,-221.680,0.000,0
1606136341.749,-185.547,-30.273,-34.668,-415.039,0.000,0
1606136341.753,-45.410,-24.414,-42.969,-87.402,0.000,0
1606136341.757,100.586,-10.254,-28.809,298.828,0.000,0
1606136341.761,60.059,-11.719,-16.602,257.324,0.000,0
1606136341.765,-121.094,-25.879,-23.438,-184.570,0.000,0
1606136341.769,-190.918,-32.715,-29.297,-407.227,0.000,0
1606136341.773,-60.059,-24.414,-24.414,-128.906,0.000,0
1606136341.777,100.586,-8.789,-15.625,277.832,0.000,0
1606136341.781,89.355,-4.883,-15.625,303.711,0.000,0
1606136341.785,-86.426,-23.438,-21.484,-118.164,0.000,0
1606136341.788,-180.664,-37.598,-28.320,-403.320,0.000,0
1606136341.792,-65.430,-29.297,-26.367,-193.359,0.000,0
1606136341.796,110.352,-12.695,-19.531,230.957,0.000,0
1606136341.800,121.582,-17.578,-21.484,326.172,0.000,0
1606136341.804,-56.152,-31.738,-26.367,-66.895,0.000,0
1606136341.808,-177.734,-32.227,-38.086,-398.438,0.000,0
1606136341.812,-92.773,-25.391,-35.645,-248.535,0.000,0
1606136341.816,80.566,-9.277,-23.926,193.359,0.000,0
1606136341.820,106.445,-7.812,-24.414,337.402,0.000,0
1606136341.824,-54.199,-32.715,-25.879,-30.273,0.000,0
1606136341.828,-188.965,-51.758,-32.715,-388.672,0.000,0
1606136341.831,-133.301,-36.621,-30.273,-308.105,0.000,0
1606136341.835,44.922,-12.695,-25.391,130.371,0.000,0
1606136341.839,103.027,-11.719,-20.508,326.660,0.000,0
1606136341.843,-29.785,-23.438,-17.578,19.043,0.000,0
1606136341.847,-174.316,-26.855,-33.203,-367.676,0.000,0
1606136341.851,-147.461,-22.461,-28.320,-365.723,0.000,0
1606136341.855,28.809,-15.625,-13.672,68.848,0.000,0
1606136341.859,116.699,-5.859,-23.926,342.285,0.000,0
1606136341.863,12.207,-10.254,-26.855,101.562,0.000,0
1606136341.867,-157.227,-36.621,-33.203,-339.844,0.000,0
1606136341.870,-168.457,-35.156,-41.016,-405.762,0.000,0
1606136341.874,12.695,-15.137,-25.391,28.809,0.000,0
1606136341.878,119.629,-8.301,-20.020,337.891,0.000,0
1606136341.882,27.344,-8.789,-31.250,139.160,0.000,0
1606136341.886,-140.137,-21.484,-34.180,-301.270,0.000,0
1606136341.890,-172.852,-20.020,-20.508,-408.691,0.000,0
1606136341.894,-8.789,-8.789,-13.184,-11.230,0.000,0
1606136341.898,125.000,-9.277,-20.996,331.055,0.000,0
1606136341.902,69.824,-17.090,-19.531,214.355,0.000,0
1606136341.906,-118.164,-24.902,-25.879,-225.098,0.000,0
1606136341.910,-187.500,-26.367,-37.598,-403.320,0.000,0
1606136341.913,-39.062,-25.391,-25.391,-61.523,0.000,0
1606136341.917,112.793,-20.020,-10.254,329.102,0.000,0
1606136341.921,76.172,-16.113,-10.254,274.414,0.000,0
1606136341.925,-107.910,-16.113,-20.020,-182.617,0.000,0
1606136341.929,-179.688,-13.672,-29.297,-420.898,0.000,0
1606136341.933,-42.480,-15.137,-30.762,-138.672,0.000,0
1606136341.937,94.727,-15.625,-36.133,253.418,0.000,0
1606136341.941,75.684,-13.184,-30.273,294.922,0.000,0
1606136341.945,-79.102,-22.461,-23.926,-115.723,0.000,0
1606136341.949,-181.152,-30.762,-29.785,-414.551,0.000,0
1606136341.953,-77.148,-24.414,-24.414,-190.430,0.000,0
1606136341.956,91.309,-21.484,-22.949,236.328,0.000,0
1606136341.960,98.145,-21.484,-27.344,315.918,0.000,0
1606136341.964,-75.195,-31.250,-31.250,-75.195,0.000,0
1606136341.968,-199.707,-45.410,-36.621,-413.086,0.000,0
1606136341.972,-107.910,-36.621,-23.438,-268.555,0.000,0
1606136341.976,74.219,-20.996,-16.602,188.965,0.000,0
1606136341.980,91.309,-23.926,-27.344,331.543,0.000,0
1606136341.984,-68.359,-35.645,-38.086,-49.316,0.000,0
1606136341.988,-188.965,-41.016,-43.945,-397.949,0.000,0
1606136341.992,-128.906,-40.527,-37.109,-308.594,0.000,0
1606136341.995,47.363,-31.250,-26.855,115.723,0.000,0
1606136341.999,104.492,-20.508,-35.645,325.684,0.000,0
1606136342.003,-33.203,-17.578,-44.434,31.250,0.000,0
1606136342.007,-173.340,-17.578,-42.969,-359.863,0.000,0
1606136342.011,-134.766,-24.902,-43.457,-349.609,0.000,0
1606136342.015,39.551,-25.391,-34.180,69.824,0.000,0
1606136342.019,118.652,-10.742,-21.484,332.031,0.000,0
1606136342.023,1.953,-15.137,-28.320,96.191,0.000,0
1606136342.027,-163.574,-29.785,-41.016,-326.660,0.000,0
1606136342.031,-166.016,-34.180,-41.504,-378.418,0.000,0
1606136342.035,9.766,-26.855,-36.621,38.086,0.000,0
1606136342.038,128.418,-25.879,-33.691,336.914,0.000,0
1606136342.042,34.180,-28.320,-27.344,157.715,0.000,0
1606136342.046,-136.230,-32.227,-29.297,-262.207,0.000,0
1606136342.050,-154.297,-37.598,-32.715,-379.883,0.000,0
1606136342.054,12.207,-32.227,-20.996,-12.207,0.000,0
1606136342.058,144.043,-26.855,-14.160,320.312,0.000,0
1606136342.062,65.430,-28.809,-20.020,207.031,0.000,0
1606136342.066,-122.070,-31.738,-27.344,-229.980,0.000,0
1606136342.070,-161.133,-28.809,-31.250,-411.133,0.000,0
1606136342.074,-15.137,-22.949,-32.227,-67.871,0.000,0
1606136342.078,123.047,-16.602,-21.973,312.988,0.000,0
1606136342.081,81.055,-21.484,-20.996,266.113,0.000,0
1606136342.085,-96.191,-31.738,-26.855,-177.734,0.000,0
1606136342.089,-166.504,-34.180,-25.391,-402.832,0.000,0
1606136342.093,-51.270,-25.879,-30.762,-123.047,0.000,0
1606136342.097,107.910,-4.883,-23.926,296.875,0.000,0
1606136342.101,97.656,-3.906,-19.043,317.871,0.000,0
1606136342.105,-88.379,-30.762,-24.902,-130.859,0.000,0
1606136342.109,-184.082,-45.898,-28.809,-405.762,0.000,0
1606136342.113,-80.078,-34.668,-31.250,-183.105,0.000,0
1606136342.117,82.031,-15.137,-28.320,232.910,0.000,0
1606136342.120,93.262,-9.766,-23.926,316.895,0.000,0
1606136342.124,-78.613,-19.043,-33.691,-83.008,0.000,0
1606136342.128,-190.918,-25.879,-38.086,-397.461,0.000,0
1606136342.132,-104.492,-24.902,-23.438,-238.281,0.000,0
1606136342.136,64.941,-20.996,-21.973,196.777,0.000,0
1606136342.140,103.516,-15.137,-29.297,342.773,0.000,0
1606136342.144,-44.434,-20.508,-31.738,-15.137,0.000,0
1606136342.148,-183.105,-36.133,-31.250,-374.023,0.000,0
1606136342.152,-128.906,-32.227,-27.832,-294.434,0.000,0
1606136342.156,34.668,-19.531,-31.738,127.441,0.000,0
1606136342.160,91.797,-12.695,-33.691,325.195,0.000,0
1606136342.163,-32.715,-22.949,-38.574,23.926,0.000,0
1606136342.167,-185.547,-30.273,-44.922,-362.793,0.000,0
1606136342.171,-155.762,-28.320,-36.133,-333.984,0.000,0
