timestamps,TP9,AF7,AF8,TP10,Right AUX
1606135707.968,-0.488,0.000,0.000,-0.488,0.000
1606135707.972,-0.488,-0.488,0.000,-0.488,0.000
1606135707.976,3.906,-0.488,-0.977,15.137,0.000
1606135707.980,-11.719,0.488,0.977,-39.551,0.000
1606135707.983,49.805,-7.324,-8.789,167.969,0.000
1606135707.987,100.586,-17.578,-26.367,394.531,0.000
1606135707.991,-11.719,-26.367,-30.762,6.348,0.000
1606135707.995,-106.445,-32.227,-36.133,-414.062,0.000
1606135707.999,-82.520,-30.273,-28.320,-308.105,0.000
1606135708.003,43.945,-28.809,-12.695,194.824,0.000
1606135708.007,96.680,-31.250,-11.230,412.598,0.000
1606135708.011,-6.836,-36.133,-20.020,61.523,0.000
1606135708.015,-128.418,-35.156,-31.250,-390.625,0.000
1606135708.019,-103.516,-33.691,-31.250,-375.977,0.000
1606135708.023,24.414,-23.438,-19.043,107.422,0.000
1606135708.026,83.496,-19.043,-19.531,395.020,0.000
1606135708.030,0.488,-26.367,-30.273,116.211,0.000
1606135708.034,-128.418,-24.414,-35.645,-353.027,0.000
1606135708.038,-130.859,-24.414,-34.668,-387.695,0.000
1606135708.042,1.953,-28.320,-23.438,68.359,0.000
1606135708.046,79.102,-27.344,-25.879,388.184,0.000
1606135708.050,10.254,-25.391,-28.809,170.898,0.000
1606135708.054,-116.211,-34.668,-25.391,-310.059,0.000
1606135708.058,-144.043,-44.922,-31.250,-441.895,0.000
1606135708.062,-24.902,-36.133,-27.344,-33.691,0.000
1606135708.065,75.684,-22.949,-18.066,356.934,0.000
1606135708.069,24.902,-21.973,-20.996,220.703,0.000
1606135708.073,-110.840,-33.203,-27.344,-277.344,0.000
1606135708.077,-147.461,-40.527,-31.738,-465.820,0.000
1606135708.081,-40.527,-32.227,-28.320,-93.750,0.000
1606135708.085,77.637,1.953,-33.203,340.820,0.000
1606135708.089,38.086,6.348,-43.457,268.066,0.000
1606135708.093,-104.492,-26.855,-35.645,-232.422,0.000
1606135708.097,-153.809,-48.340,-32.715,-473.145,0.000
1606135708.101,-51.758,-43.457,-39.062,-146.484,0.000
1606135708.105,73.730,-28.320,-38.574,304.199,0.000
1606135708.108,52.734,-33.691,-37.109,298.340,0.000
1606135708.112,-81.543,-41.016,-34.180,-171.875,0.000
1606135708.116,-145.508,-39.551,-37.598,-465.820,0.000
1606135708.120,-61.523,-32.227,-39.062,-213.379,0.000
1606135708.124,62.500,-18.066,-18.066,267.578,0.000
1606135708.128,69.824,-21.484,-9.766,361.328,0.000
1606135708.132,-51.270,-28.320,-25.391,-76.660,0.000
1606135708.136,-142.578,-28.809,-34.180,-450.684,0.000
1606135708.140,-84.473,-37.598,-33.203,-272.461,0.000
1606135708.144,52.734,-31.250,-23.438,229.004,0.000
1606135708.148,75.684,-21.484,-17.090,379.395,0.000
1606135708.151,-51.270,-20.020,-27.344,-24.902,0.000
1606135708.155,-155.273,-23.926,-32.227,-431.641,0.000
1606135708.159,-111.328,-25.879,-25.391,-323.242,0.000
1606135708.163,32.227,-20.996,-22.949,168.945,0.000
1606135708.167,82.031,-18.555,-23.926,382.812,0.000
1606135708.171,-19.531,-26.855,-23.438,35.156,0.000
1606135708.175,-123.047,-28.320,-29.297,-401.367,0.000
1606135708.179,-95.703,-33.691,-24.902,-349.609,0.000
1606135708.183,40.527,-16.113,-18.066,139.648,0.000
1606135708.187,106.445,4.395,-20.508,412.598,0.000
1606135708.190,9.277,-21.484,-25.391,125.977,0.000
1606135708.194,-122.070,-35.645,-24.414,-349.609,0.000
1606135708.198,-129.395,-31.250,-26.855,-405.273,0.000
1606135708.202,0.000,-36.133,-36.621,42.969,0.000
1606135708.206,85.449,-37.598,-37.109,388.672,0.000
1606135708.210,11.719,-28.320,-33.691,147.949,0.000
1606135708.214,-116.699,-29.785,-31.250,-347.656,0.000
1606135708.218,-122.559,-34.668,-23.926,-426.270,0.000
1606135708.222,0.000,-30.273,-18.066,-8.789,0.000
1606135708.226,84.961,-28.809,-27.344,376.953,0.000
1606135708.230,31.738,-37.598,-31.738,227.539,0.000
1606135708.233,-93.750,-32.227,-31.738,-273.438,0.000
1606135708.237,-139.160,-26.855,-32.227,-457.031,0.000
1606135708.241,-34.668,-30.762,-23.926,-73.242,0.000
1606135708.245,84.961,-27.832,-25.391,354.980,0.000
1606135708.249,52.246,-27.832,-31.250,287.109,0.000
1606135708.253,-87.891,-34.668,-28.809,-206.055,0.000
1606135708.257,-134.277,-31.250,-20.020,-451.172,0.000
1606135708.261,-41.016,-26.855,-20.020,-135.254,0.000
1606135708.265,76.172,-27.344,-21.484,313.477,0.000
1606135708.269,68.848,-29.297,-21.484,322.754,0.000
1606135708.273,-66.895,-34.668,-38.086,-144.531,0.000
1606135708.276,-140.625,-37.598,-50.293,-459.961,0.000
1606135708.280,-57.617,-39.062,-36.133,-217.773,0.000
1606135708.284,65.918,-26.855,-31.250,263.184,0.000
1606135708.288,71.289,-20.020,-31.250,346.680,0.000
1606135708.292,-45.410,-32.227,-35.156,-98.633,0.000
1606135708.296,-134.766,-32.715,-42.969,-459.473,0.000
1606135708.300,-76.172,-19.531,-30.273,-267.578,0.000
1606135708.304,64.941,-12.695,-20.996,229.492,0.000
1606135708.308,84.473,-16.602,-24.414,375.488,0.000
1606135708.312,-36.133,-21.973,-28.320,-22.949,0.000
1606135708.315,-124.512,-26.367,-40.039,-422.363,0.000
1606135708.319,-82.031,-29.297,-39.551,-311.035,0.000
1606135708.323,47.363,-23.926,-24.902,182.617,0.000
1606135708.327,101.562,-18.066,-13.672,396.973,0.000
1606135708.331,3.418,-25.391,-25.879,55.176,0.000
1606135708.335,-114.258,-23.438,-39.062,-389.160,0.000
1606135708.339,-117.188,-30.762,-31.738,-364.258,0.000
1606135708.343,14.160,-28.320,-22.949,121.582,0.000
1606135708.347,89.355,-18.066,-21.973,395.508,0.000
1606135708.351,2.441,-22.461,-23.438,111.328,0.000
1606135708.355,-116.699,-32.715,-22.461,-356.934,0.000
1606135708.358,-102.051,-33.691,-29.297,-390.137,0.000
1606135708.362,28.809,-24.902,-26.855,75.195,0.000
1606135708.366,105.957,-20.996,-15.137,415.527,0.000
1606135708.370,25.391,-32.715,-23.438,193.359,0.000
1606135708.374,-101.562,-39.062,-40.039,-315.430,0.000
1606135708.378,-112.305,-35.156,-43.457,-431.641,0.000
1606135708.382,-9.277,-25.879,-33.203,-0.977,0.000
1606135708.386,90.332,-5.859,-24.902,385.742,0.000
1606135708.390,48.340,-15.137,-23.438,235.352,0.000
1606135708.394,-83.496,-43.457,-36.133,-271.973,0.000
