timestamps,TP9,AF7,AF8,TP10,Right AUX
1606133808.440,0.000,0.000,0.000,0.000,0.000
1606133808.444,-0.488,0.000,-0.488,-1.465,0.000
1606133808.447,-0.488,-1.465,-0.977,3.418,0.000
1606133808.451,3.418,2.441,1.953,5.859,0.000
1606133808.455,-20.996,-12.695,-12.207,-30.762,0.000
1606133808.459,5.371,-31.738,-23.926,188.477,0.000
1606133808.463,33.691,-25.391,-20.508,304.199,0.000
1606133808.467,-52.246,-23.926,-30.273,-92.285,0.000
1606133808.471,-123.535,-28.809,-38.574,-415.039,0.000
1606133808.475,-83.984,-33.691,-33.203,-252.930,0.000
1606133808.479,30.273,-25.391,-20.508,199.707,0.000
1606133808.483,62.012,-20.508,-17.578,339.355,0.000
1606133808.487,-30.273,-31.250,-22.461,-27.344,0.000
1606133808.490,-110.840,-38.086,-29.297,-389.160,0.000
1606133808.494,-76.172,-32.715,-29.785,-285.645,0.000
1606133808.498,31.738,-23.438,-29.297,151.367,0.000
1606133808.502,72.754,-18.066,-30.762,328.613,0.000
1606133808.506,-15.137,-30.762,-26.367,25.391,0.000
1606133808.510,-120.117,-46.875,-25.391,-356.934,0.000
1606133808.514,-107.910,-42.969,-24.902,-335.449,0.000
1606133808.518,0.488,-30.762,-13.672,95.215,0.000
1606133808.522,51.758,-21.484,-15.625,328.125,0.000
1606133808.526,-19.531,-24.414,-22.949,66.895,0.000
1606133808.529,-110.840,-35.156,-21.973,-333.496,0.000
1606133808.533,-106.445,-36.133,-17.090,-361.816,0.000
1606133808.537,-9.766,-28.809,-20.996,47.363,0.000
1606133808.541,53.711,-26.855,-24.902,335.938,0.000
1606133808.545,1.465,-32.715,-31.738,137.695,0.000
1606133808.549,-98.145,-39.062,-41.992,-286.621,0.000
1606133808.553,-114.746,-44.922,-41.016,-379.883,0.000
1606133808.557,-26.367,-24.414,-32.715,-2.930,0.000
1606133808.561,42.480,-10.254,-29.297,315.430,0.000
1606133808.565,10.742,-23.926,-27.832,158.203,0.000
1606133808.569,-83.496,-33.203,-35.156,-269.531,0.000
1606133808.572,-115.723,-39.062,-36.621,-405.762,0.000
1606133808.576,-34.668,-37.598,-24.902,-72.266,0.000
1606133808.580,55.176,-28.320,-21.973,288.574,0.000
1606133808.584,38.086,-27.832,-28.809,215.820,0.000
1606133808.588,-72.266,-35.156,-28.320,-210.449,0.000
1606133808.592,-118.164,-38.086,-22.461,-404.297,0.000
1606133808.596,-45.898,-28.809,-22.461,-120.117,0.000
1606133808.600,47.363,-20.020,-18.555,283.203,0.000
1606133808.604,53.711,-6.348,-17.578,293.457,0.000
1606133808.608,-52.734,-12.695,-29.297,-144.531,0.000
1606133808.612,-114.746,-33.203,-28.320,-416.504,0.000
1606133808.615,-48.828,-31.738,-17.578,-181.152,0.000
1606133808.619,50.293,-26.855,-15.137,242.676,0.000
1606133808.623,59.570,-26.855,-12.695,304.199,0.000
1606133808.627,-35.156,-34.180,-14.648,-91.309,0.000
1606133808.631,-105.469,-38.086,-25.879,-400.391,0.000
1606133808.635,-69.336,-32.715,-32.715,-228.027,0.000
1606133808.639,23.438,-30.762,-32.227,206.055,0.000
1606133808.643,47.363,-29.785,-30.762,320.312,0.000
1606133808.647,-37.109,-31.738,-29.297,-42.969,0.000
1606133808.651,-116.699,-40.039,-28.809,-380.859,0.000
1606133808.654,-86.914,-22.461,-32.227,-277.344,0.000
1606133808.658,22.949,-3.418,-24.414,151.367,0.000
1606133808.662,62.988,-15.137,-15.625,334.961,0.000
1606133808.666,-22.461,-30.762,-28.320,18.066,0.000
1606133808.670,-108.887,-36.621,-37.109,-360.352,0.000
1606133808.674,-94.727,-33.203,-33.203,-307.617,0.000
1606133808.678,0.000,-31.250,-30.273,120.605,0.000
1606133808.682,55.176,-24.414,-19.043,350.098,0.000
1606133808.686,-4.395,-26.367,-25.391,79.102,0.000
1606133808.690,-100.586,-35.645,-39.551,-322.266,0.000
1606133808.694,-101.562,-29.785,-24.414,-339.844,0.000
1606133808.697,-4.883,-20.508,-19.531,69.336,0.000
1606133808.701,56.641,-20.508,-20.020,340.332,0.000
1606133808.705,3.906,-12.695,-28.320,119.629,0.000
1606133808.709,-101.562,-19.531,-35.645,-308.594,0.000
1606133808.713,-117.676,-32.715,-31.250,-387.207,0.000
1606133808.717,-20.996,-26.367,-19.531,1.465,0.000
1606133808.721,48.828,-20.996,-16.113,320.312,0.000
1606133808.725,4.883,-26.367,-19.043,166.504,0.000
1606133808.729,-98.145,-39.062,-15.625,-263.184,0.000
1606133808.733,-124.512,-36.621,-28.320,-410.156,0.000
1606133808.737,-45.898,-24.902,-39.551,-73.242,0.000
1606133808.740,14.648,-11.230,-25.879,248.047,0.000
1606133808.744,-29.297,-4.395,-18.066,137.695,0.000
1606133808.748,-128.418,-10.742,-22.949,-277.832,0.000
1606133808.752,-178.711,-13.672,-29.297,-493.652,0.000
1606133808.756,-126.465,11.719,-30.273,-223.145,0.000
1606133808.760,-40.039,21.973,-24.902,151.855,0.000
1606133808.764,-55.176,2.930,-25.879,125.488,0.000
1606133808.768,-161.133,0.488,-30.762,-311.523,0.000
1606133808.772,-215.820,-2.441,-40.527,-570.312,0.000
1606133808.776,-169.434,4.395,-44.922,-338.867,0.000
1606133808.779,-81.543,13.184,-44.434,70.312,0.000
1606133808.783,-74.219,4.395,-46.875,113.770,0.000
1606133808.787,-166.992,-1.465,-51.758,-293.945,0.000
1606133808.791,-235.840,-2.930,-53.711,-591.309,0.000
1606133808.795,-199.219,-0.488,-55.664,-418.457,0.000
1606133808.799,-91.309,3.418,-56.641,14.160,0.000
1606133808.803,-62.012,10.742,-52.246,144.043,0.000
1606133808.807,-152.832,8.789,-62.500,-205.078,0.000
1606133808.811,-227.051,-16.113,-73.730,-535.645,0.000
1606133808.815,-185.059,-20.996,-65.430,-411.621,0.000
1606133808.819,-65.918,-14.648,-62.988,40.527,0.000
1606133808.822,-20.020,2.441,-64.941,224.121,0.000
1606133808.826,-86.914,5.371,-67.383,-88.379,0.000
1606133808.830,-152.344,-7.324,-76.660,-443.848,0.000
1606133808.834,-121.094,-14.648,-73.730,-370.605,0.000
1606133808.838,-0.488,-11.230,-71.777,82.520,0.000
1606133808.842,54.688,-8.301,-68.848,296.387,0.000
1606133808.846,-4.883,-20.996,-62.500,30.273,0.000
1606133808.850,-87.891,-29.297,-67.383,-344.238,0.000
1606133808.854,-83.984,-31.250,-69.824,-349.609,0.000
1606133808.858,25.391,-25.391,-68.359,73.730,0.000
1606133808.862,96.191,-17.578,-58.105,350.098,0.000
1606133808.865,52.246,16.602,-53.223,152.832,0.000
1606133808.869,-45.410,-1.953,-66.895,-259.766,0.000
1606133808.873,-63.965,-53.711,-63.477,-345.215,0.000
1606133808.877,32.227,-41.504,-49.316,41.504,0.000
1606133808.881,105.957,-31.738,-46.875,358.887,0.000
1606133808.885,68.848,-7.324,-51.270,218.262,0.000
1606133808.889,-37.598,-11.719,-48.828,-216.797,0.000
1606133808.893,-67.871,-40.527,-43.945,-362.793,0.000
1606133808.897,17.578,-37.598,-45.898,-11.719,0.000
1606133808.901,110.840,-33.691,-41.016,348.633,0.000
1606133808.904,92.773,-35.645,-36.621,261.230,0.000
1606133808.908,-25.879,-39.551,-41.992,-185.059,0.000
1606133808.912,-72.754,-49.316,-40.527,-375.977,0.000
1606133808.916,8.301,-45.410,-35.156,-62.500,0.000
1606133808.920,104.004,-29.785,-31.738,321.777,0.000
1606133808.924,99.121,-21.484,-28.809,305.664,0.000
1606133808.928,-14.160,-30.273,-33.691,-124.023,0.000
1606133808.932,-70.801,-36.133,-40.527,-365.234,0.000
1606133808.936,1.953,-29.785,-37.109,-112.793,0.000
1606133808.940,99.121,-33.691,-30.273,287.109,0.000
1606133808.944,104.004,-19.043,-26.367,331.055,0.000
1606133808.947,3.906,-7.324,-26.855,-67.383,0.000
1606133808.951,-70.312,-37.598,-36.621,-356.445,0.000
1606133808.955,-26.367,-46.387,-35.156,-163.574,0.000
1606133808.959,77.637,-36.621,-24.414,260.254,0.000
