timestamps,TP9,AF7,AF8,TP10,Right AUX
1606142461.305,-0.488,0.000,0.000,-0.488,0.000
1606142461.309,-0.488,0.000,-0.488,-1.465,0.000
1606142461.313,3.418,-0.977,-0.977,21.484,0.000
1606142461.317,-8.789,1.465,1.465,-49.805,0.000
1606142461.321,31.738,-10.254,-9.766,202.637,0.000
1606142461.325,78.613,-23.438,-20.996,570.312,0.000
1606142461.329,-20.508,-24.414,-18.066,140.625,0.000
1606142461.332,-163.086,-33.203,-23.926,-545.898,0.000
1606142461.336,-159.668,-32.715,-27.832,-568.848,0.000
1606142461.340,-3.418,-21.484,-21.484,126.953,0.000
1606142461.344,73.242,-19.043,-11.719,570.801,0.000
1606142461.348,-36.133,-30.273,-12.695,177.734,0.000
1606142461.352,-187.012,-38.086,-20.508,-538.574,0.000
1606142461.356,-192.871,-31.738,-16.602,-660.645,0.000
1606142461.360,-42.969,-15.625,-10.254,-3.418,0.000
1606142461.364,54.688,-11.719,-10.254,521.973,0.000
1606142461.368,-20.996,-21.973,-15.625,241.211,0.000
1606142461.371,-169.434,-28.320,-26.855,-471.680,0.000
1606142461.375,-202.637,-26.367,-25.879,-675.781,0.000
1606142461.379,-73.242,-26.855,-19.531,-90.332,0.000
1606142461.383,43.457,-28.809,-17.578,501.465,0.000
1606142461.387,3.906,-31.738,-16.113,350.098,0.000
1606142461.391,-136.230,-42.480,-22.461,-368.652,0.000
1606142461.395,-182.617,-48.828,-31.250,-669.434,0.000
1606142461.399,-57.129,-34.180,-29.297,-157.227,0.000
1606142461.403,78.125,-21.484,-22.461,486.816,0.000
1606142461.407,56.152,-22.949,-20.996,456.543,0.000
1606142461.411,-90.820,-29.297,-30.273,-251.465,0.000
1606142461.414,-155.762,-36.133,-34.180,-652.832,0.000
1606142461.418,-56.152,-33.691,-26.855,-216.309,0.000
1606142461.422,78.613,0.000,-22.461,478.516,0.000
1606142461.426,77.148,0.000,-29.297,524.902,0.000
1606142461.430,-65.918,-40.527,-33.691,-178.223,0.000
1606142461.434,-149.902,-47.363,-33.691,-647.949,0.000
1606142461.438,-66.406,-38.086,-29.785,-301.270,0.000
1606142461.442,75.195,-28.809,-22.461,412.598,0.000
1606142461.446,93.750,-28.320,-22.949,578.125,0.000
1606142461.450,-40.527,-38.086,-30.273,-72.266,0.000
1606142461.454,-137.207,-48.828,-37.598,-633.789,0.000
1606142461.457,-81.055,-44.922,-34.180,-392.578,0.000
1606142461.461,64.941,-30.762,-19.531,333.496,0.000
1606142461.465,112.793,-28.320,-14.648,593.262,0.000
1606142461.469,-15.625,-21.973,-19.531,41.504,0.000
1606142461.473,-140.137,-17.578,-28.809,-579.102,0.000
1606142461.477,-98.633,-31.250,-29.297,-470.215,0.000
1606142461.481,47.852,-27.832,-24.902,248.047,0.000
1606142461.485,102.539,-22.949,-22.461,599.609,0.000
1606142461.489,-6.348,-32.715,-26.855,112.793,0.000
1606142461.493,-136.719,-41.504,-34.668,-542.969,0.000
1606142461.496,-117.676,-41.504,-37.598,-535.645,0.000
1606142461.500,28.320,-30.273,-33.203,149.902,0.000
1606142461.504,106.445,-23.926,-22.949,589.844,0.000
1606142461.508,17.090,-29.785,-29.297,201.172,0.000
1606142461.512,-126.465,-36.621,-37.109,-498.535,0.000
1606142461.516,-125.488,-32.227,-30.273,-577.148,0.000
1606142461.520,19.043,-15.137,-27.344,81.543,0.000
1606142461.524,94.727,-8.301,-30.273,567.871,0.000
1606142461.528,20.508,-28.320,-33.203,278.809,0.000
1606142461.532,-121.094,-40.527,-42.480,-434.570,0.000
1606142461.536,-151.367,-38.574,-44.922,-633.301,0.000
1606142461.539,-17.578,-33.691,-37.598,-25.391,0.000
1606142461.543,87.891,-29.297,-30.273,549.805,0.000
1606142461.547,32.715,-35.156,-31.250,356.445,0.000
1606142461.551,-116.211,-46.387,-40.039,-366.211,0.000
1606142461.555,-158.203,-47.363,-41.992,-648.438,0.000
1606142461.559,-38.086,-36.133,-33.691,-120.117,0.000
1606142461.563,83.008,-26.855,-27.344,509.766,0.000
1606142461.567,51.758,-30.762,-22.949,427.246,0.000
1606142461.571,-98.145,-41.992,-28.809,-285.156,0.000
1606142461.575,-163.574,-43.945,-39.062,-665.039,0.000
