,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
0,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_7.PNG,space,0.01647773800050345,1623678579.9300365,82.29732859100022,1623678662.210887
1,code,/home/erb/.eegnb/tmp/materials.final/comp/final-1-1.png,down,87.35038694500054,1623678667.2639463,169.095820947,1623678749.0093794
2,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_10.PNG,up,174.11695650799993,1623678754.0305154,204.33882164199986,1623678784.2523801
3,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_1.PNG,space,209.3662689339999,1623678789.2798276,214.37046400200052,1623678794.2840228
4,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-2.png,up,219.4087189239999,1623678799.3222775,309.08536015500067,1623678888.9989195
5,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_16.PNG,down,314.12094536600034,1623678894.0345042,349.0259599350002,1623678928.939519
6,code,/home/erb/.eegnb/tmp/materials.final/comp/final-4-1.png,down,354.0832601940001,1623678933.996819,459.7572809200001,1623679039.6708395
7,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_6.PNG,up,464.79527872900053,1623679044.7088373,486.550769511,1623679066.4643283
8,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-1.png,up,491.5935980060003,1623679071.507157,545.1207111809999,1623679125.0342698
9,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-3.png,down,550.1609006260005,1623679130.0744596,645.2240936080007,1623679225.1376524
10,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_20.PNG,up,650.2633438339999,1623679230.1769023,692.3376665780006,1623679272.251225
11,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-1.png,up,697.3919552820007,1623679277.3055143,772.3120471640004,1623679352.2256057
12,code,/home/erb/.eegnb/tmp/materials.final/comp/final-9-1.png,down,777.3514308889999,1623679357.2649896,842.0967625940002,1623679422.0103211
13,code,/home/erb/.eegnb/tmp/materials.final/comp/final-11-1.png,down,847.1454257089999,1623679427.0589843,925.7710321980003,1623679505.6845913
14,code,/home/erb/.eegnb/tmp/materials.final/comp/final-8-1.png,up,930.8219233509999,1623679510.7354822,1038.1170057520003,1623679618.0305643
15,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-2.png,down,1043.1624273460002,1623679623.075986,1125.602513793,1623679705.5160725
16,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_12.PNG,up,1130.6385316100004,1623679710.5520904,1165.6542696800007,1623679745.5678284
17,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_5.PNG,up,1170.685144772,1623679750.5987039,1205.2553872110002,1623679785.168946
18,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-1.png,down,1210.298572525,1623679790.2121313,1254.0975138110007,1623679834.0110724
19,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_17.PNG,up,1259.1278283910005,1623679839.0413873,1279.078063592,1623679858.9916227
20,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_6.PNG,up,1284.1091275859999,1623679864.0226865,1344.880345812,1623679924.7939043
21,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_8.PNG,up,1349.9037682420003,1623679929.817328,1410.221462169,1623679990.135021
22,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_5.PNG,up,1415.2482480460003,1623679995.1618068,1451.856813927,1623680031.7703729
23,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_2.PNG,up,1456.894685931,1623680036.8082447,1487.7570344630003,1623680067.6705933
24,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_3.PNG,up,1492.791771047,1623680072.7053297,1520.6994518760002,1623680100.613011
25,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_1.PNG,down,1525.7373139850006,1623680105.650873,1578.460618301,1623680158.3741772
26,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_14.PNG,up,1583.4856724870006,1623680163.3992312,1609.526228142,1623680189.439787
27,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-2.png,up,1614.5749696379999,1623680194.4885285,1841.1700506219995,1623680421.0836093
28,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_4.PNG,space,1844.8392665300007,1623680424.752825,1845.012906289,1623680424.9264648
29,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_9.PNG,space,1845.172442471,1623680425.086001,1845.312615422,1623680425.2261736
30,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_13.PNG,space,1845.472285140001,1623680425.3858438,1845.5914746259996,1623680425.505033
31,code,/home/erb/.eegnb/tmp/materials.final/comp/final-7-1.png,space,1845.7389635869995,1623680425.6525223,1845.847218236001,1623680425.7607768
32,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_2.PNG,space,1846.0055880030004,1623680425.9191468,1846.1171765130011,1623680426.030735
33,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_11.PNG,space,1846.2387733770001,1623680426.152332,1846.538331259001,1623680426.45189
34,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_4.PNG,space,1846.8219331669998,1623680426.7354918,1846.947549839001,1623680426.8611083
35,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_10.PNG,space,1847.105144446,1623680427.0187035,1847.2391752960002,1623680427.1527343
36,prose,/home/erb/.eegnb/tmp/materials.final/prose/sat/sat_9.PNG,space,1847.4050338919997,1623680427.318593,1847.5336715620006,1623680427.44723
37,code,/home/erb/.eegnb/tmp/materials.final/comp/final-13-1.png,space,1847.7382737960006,1623680427.6518323,1847.8709673020012,1623680427.7845263
38,code,/home/erb/.eegnb/tmp/materials.final/comp/final-14-1.png,space,1848.0215936510003,1623680427.9351525,1848.1852285329996,1623680428.098787
39,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_3.PNG,space,1848.4713337330004,1623680428.3848925,1848.6067454899994,1623680428.5203042
40,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-1.png,space,1848.8213069740004,1623680428.734866,1848.9336970539998,1623680428.8472555
41,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-2.png,space,1849.1044331460007,1623680429.0179923,1849.2446066719995,1623680429.1581655
42,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_8.PNG,space,1849.404348084,1623680429.3179066,1849.5542421330001,1623680429.4678009
43,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_19.PNG,space,1849.7209395849995,1623680429.6344984,1849.8722831530004,1623680429.785842
44,code,/home/erb/.eegnb/tmp/materials.final/comp/final-3-1.png,space,1850.0541678190011,1623680429.967727,1850.1937488779995,1623680430.1073074
45,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_18.PNG,space,1850.3707560960002,1623680430.2843146,1850.527016758001,1623680430.4405756
46,code,/home/erb/.eegnb/tmp/materials.final/comp/final-15-1.png,space,1850.737256593001,1623680430.6508152,1850.8743355249999,1623680430.7878942
47,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_15.PNG,space,1851.0705243290004,1623680430.9840832,1851.2159147970006,1623680431.1294734
