timestamps,TP9,AF7,AF8,TP10,Right AUX
1623662682.226,-34.668,-49.316,-30.273,-18.555,0.000
1623662682.230,-30.273,-45.410,-30.762,-24.414,0.000
1623662682.234,-38.574,-35.156,-30.273,-30.273,0.000
1623662682.238,-26.855,-28.809,-30.762,-32.227,0.000
1623662682.242,-18.555,-37.598,-33.691,-35.156,0.000
1623662682.246,-32.227,-42.969,-20.996,-38.574,0.000
1623662682.249,-38.086,-15.137,-17.578,-31.738,0.000
1623662682.253,-32.715,-20.020,-25.879,-37.109,0.000
1623662682.257,-35.156,-40.527,-25.879,-34.668,0.000
1623662682.261,-37.109,-40.039,-32.715,-24.414,0.000
1623662682.265,-27.832,-37.109,-28.809,-26.367,0.000
1623662682.269,-18.555,-27.832,-26.855,-13.184,0.000
1623662682.273,-26.367,-40.039,-28.320,-8.789,0.000
1623662682.277,-43.457,-40.039,-23.926,-29.785,0.000
1623662682.281,-41.992,-28.320,-21.973,-44.434,0.000
1623662682.285,-30.762,-23.926,-21.484,-42.480,0.000
1623662682.288,-26.855,-31.250,-24.414,-33.203,0.000
1623662682.292,-30.762,-37.109,-21.484,-23.926,0.000
1623662682.296,-30.762,-32.715,-19.531,-23.438,0.000
1623662682.300,-29.297,-42.480,-23.438,-17.578,0.000
1623662682.304,-29.785,-3.906,-21.973,-11.230,0.000
1623662682.308,-44.434,8.301,-29.297,-32.715,0.000
1623662682.312,-49.805,-38.574,-29.297,-49.316,0.000
1623662682.316,-39.551,-39.062,-29.297,-42.969,0.000
1623662682.320,-38.574,-37.598,-27.832,-24.902,0.000
1623662682.324,-34.668,-35.156,-29.297,-14.648,0.000
1623662682.328,-36.621,-38.574,-37.109,-20.996,0.000
1623662682.331,-42.480,-41.992,-32.715,-25.879,0.000
1623662682.335,-37.598,-44.922,-24.414,-31.250,0.000
1623662682.339,-37.109,-44.922,-24.902,-36.621,0.000
1623662682.343,-29.297,-1.953,-18.555,-32.227,0.000
1623662682.347,-18.066,-11.230,-8.789,-31.738,0.000
1623662682.351,-31.250,-39.062,-15.625,-30.273,0.000
1623662682.355,-39.062,-34.180,-31.738,-27.832,0.000
1623662682.359,-26.855,-35.156,-42.480,-27.344,0.000
1623662682.363,-23.438,-41.504,-36.133,-10.742,0.000
1623662682.367,-24.414,-42.480,-31.250,-12.207,0.000
1623662682.371,-21.973,-37.109,-35.645,-24.902,0.000
1623662682.374,-20.020,-36.621,-38.086,-30.273,0.000
1623662682.378,-19.531,-23.926,-29.297,-29.297,0.000
1623662682.382,-22.461,-20.508,-23.438,-16.602,0.000
1623662682.386,-19.531,-29.297,-19.043,-24.414,0.000
1623662682.390,-12.695,-37.109,-26.367,-35.645,0.000
1623662682.394,-26.855,-52.246,-38.574,-37.109,0.000
1623662682.398,-43.457,-24.902,-31.250,-29.785,0.000
1623662682.402,-39.062,0.000,-24.414,-22.461,0.000
1623662682.406,-40.527,-32.227,-27.344,-34.180,0.000
1623662682.410,-34.180,-34.668,-31.250,-36.621,0.000
1623662682.413,-15.625,-31.250,-32.227,-21.973,0.000
1623662682.417,-8.301,-27.344,-40.527,-22.461,0.000
1623662682.421,-16.113,-26.367,-48.340,-28.320,0.000
1623662682.425,-36.133,-34.180,-36.133,-29.785,0.000
1623662682.429,-37.109,-34.668,-26.855,-38.086,0.000
1623662682.433,-21.484,-25.391,-29.785,-28.320,0.000
1623662682.437,-38.574,0.488,-23.926,-16.602,0.000
1623662682.441,-47.363,-11.230,-24.902,-32.715,0.000
1623662682.445,-29.785,-36.621,-29.297,-43.945,0.000
1623662682.449,-23.926,-33.203,-23.438,-33.691,0.000
1623662682.453,-29.297,-30.273,-20.996,-34.180,0.000
1623662682.456,-26.855,-29.297,-30.762,-31.250,0.000
1623662682.460,-22.461,-35.645,-36.621,-30.762,0.000
1623662682.464,-18.555,-31.738,-32.227,-40.527,0.000
1623662682.468,-17.578,-31.250,-30.273,-29.785,0.000
1623662682.472,-34.668,-39.062,-30.273,-33.691,0.000
1623662682.476,-43.945,-39.062,-24.414,-39.062,0.000
1623662682.480,-24.414,-32.227,-25.879,-20.020,0.000
1623662682.484,-27.832,-21.484,-27.832,-26.855,0.000
1623662682.488,-37.109,-36.133,-25.391,-36.133,0.000
1623662682.492,-26.855,-0.977,-22.949,-33.691,0.000
1623662682.495,-24.902,22.461,-20.020,-25.879,0.000
1623662682.499,-28.320,-28.809,-27.832,-19.531,0.000
1623662682.503,-22.461,-29.785,-32.715,-7.324,0.000
1623662682.507,-23.926,-23.926,-31.250,-18.066,0.000
1623662682.511,-34.668,-27.832,-28.320,-37.109,0.000
1623662682.515,-45.410,-26.855,-20.508,-30.762,0.000
1623662682.519,-32.227,-24.414,-22.461,-25.879,0.000
1623662682.523,-27.344,-31.250,-25.879,-4.395,0.000
1623662682.527,-35.156,-29.785,-18.555,-2.441,0.000
1623662682.531,-24.902,8.789,-16.602,-20.996,0.000
