,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
0,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-9-1.png,up,0.048869176011066884,1616767979.0496802,41.68771069101058,1616768020.6885214
1,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-14-1.png,up,46.75705713800562,1616768025.7578688,107.74381642100343,1616768086.7446265
2,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-2-1.png,up,112.79290046299866,1616768091.7937112,173.72539299599885,1616768152.7262032
3,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-10-2.png,down,178.77950838999823,1616768157.780319,220.7078509359999,1616768199.7086613
4,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-7-1.png,down,225.77010618800705,1616768204.7709165,331.94969348900486,1616768310.9505036
5,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-4-1.png,down,337.01631472600275,1616768316.0171251,387.0914295620023,1616768366.0922396
6,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-1-1.png,down,392.13649331300985,1616768371.1373038,449.7727245749993,1616768428.773535
7,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-15-1.png,up,454.82388486299897,1616768433.8246958,515.1547644710081,1616768494.155575
8,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-8-1.png,up,520.2121425299993,1616768499.2129529,569.2866840740026,1616768548.2874944
9,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-3-1.png,up,574.333180023008,1616768553.33399,689.603685220005,1616768668.6044955
10,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-5-2.png,space,691.5762734580057,1616768670.5770843,692.0718918269995,1616768671.072702
11,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-11-1.png,space,692.5093294910039,1616768671.51014,692.7911481870105,1616768671.7919586
12,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-13-1.png,space,693.275808987004,1616768672.2766194,694.0822417000018,1616768673.0830517
13,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-12-1.png,space,694.6256501099997,1616768673.626461,695.2983286329982,1616768674.2991388
14,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-10-1.png,space,696.375218843008,1616768675.376029,697.1735310010117,1616768676.1743414
15,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-2-2.png,space,698.6156426030066,1616768677.616453,698.9260633200029,1616768677.926874
16,code,/home/erb/Skola/Exjobb/other/2016-materials/materials.final/comp/final-5-1.png,space,699.3412818350043,1616768678.3420925,699.7732691170095,1616768678.7740796
