,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
0,code,/home/erb/.eegnb/tmp/materials.final/comp/final-8-1.png,up,0.03222938099861494,1622232914.618084,60.166515333999996,1622232974.7523696
1,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_16.PNG,down,65.20286154199857,1622232979.788716,72.471499244999,1622232987.0573535
2,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_8.PNG,down,77.5005363119999,1622232992.0863907,113.33604175200162,1622233027.921896
3,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-1.png,up,118.375990438999,1622233032.9618447,228.31984092100174,1622233142.905695
4,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_19.PNG,down,233.35415594699953,1622233147.9400103,297.18278777900196,1622233211.768642
5,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-1.png,up,302.241065446,1622233216.8269198,350.43764515099974,1622233265.0234995
6,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_5.PNG,down,355.48116499000025,1622233270.0670197,394.2857743450004,1622233308.8716285
7,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_2.PNG,up,399.3229589110015,1622233313.9088135,441.042338260002,1622233355.6281924
8,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_11.PNG,down,446.08102072399925,1622233360.6668754,509.22021649399903,1622233423.8060708
9,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_20.PNG,up,514.2517107800013,1622233428.837565,581.373557799001,1622233495.9594116
10,code,/home/erb/.eegnb/tmp/materials.final/comp/final-11-1.png,down,586.4227584239998,1622233501.0086133,669.831865979002,1622233584.41772
11,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_4.PNG,up,674.8556316940012,1622233589.4414864,711.671665799,1622233626.25752
12,code,/home/erb/.eegnb/tmp/materials.final/comp/final-15-1.png,up,716.7313107059999,1622233631.3171654,806.397702530001,1622233720.9835567
13,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-1.png,up,811.4473663079989,1622233726.0332208,851.1221216129998,1622233765.7079759
14,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-2.png,up,856.1726404860019,1622233770.7584956,900.2398469789987,1622233814.8257012
15,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_10.PNG,up,905.2637653099991,1622233819.8496199,949.8572554560014,1622233864.4431098
