,type,image_path,response,t_presented,t_presented_utc,t_answered,t_answered_utc
16,code,/home/erb/.eegnb/tmp/materials.final/comp/final-13-1.png,up,954.904794334001,1622233869.4906485,988.3860013580015,1622233902.9718556
17,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-1.png,up,993.4311819450013,1622233908.017036,1028.0377905489986,1622233942.6236446
18,code,/home/erb/.eegnb/tmp/materials.final/comp/final-3-1.png,up,1033.090666742999,1622233947.6765213,1123.7500772640014,1622234038.3359313
19,code,/home/erb/.eegnb/tmp/materials.final/comp/final-9-1.png,up,1128.8051119580014,1622234043.3909662,1186.5569208640009,1622234101.142775
20,code,/home/erb/.eegnb/tmp/materials.final/comp/final-10-2.png,down,1191.6068716439986,1622234106.192726,1212.647839538,1622234127.2336936
21,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_15.PNG,down,1217.6840853790018,1622234132.2699397,1271.804891611002,1622234186.3907459
22,code,/home/erb/.eegnb/tmp/materials.final/comp/final-1-1.png,space,1274.9214628730006,1622234189.5073178,1275.1160913800013,1622234189.7019453
23,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_13.PNG,space,1275.2875268829994,1622234189.8733816,1275.4184678730016,1622234190.004322
24,code,/home/erb/.eegnb/tmp/materials.final/comp/final-2-2.png,space,1275.5874526600019,1622234190.1733072,1275.6940043840004,1622234190.2798586
25,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_18.PNG,space,1275.8540298570006,1622234190.4398842,1275.9906600729992,1622234190.5765142
26,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_17.PNG,space,1276.154029330999,1622234190.7398837,1276.262896575001,1622234190.8487506
27,code,/home/erb/.eegnb/tmp/materials.final/comp/final-5-3.png,space,1276.437243409,1622234191.0230975,1276.5379444550017,1622234191.1237984
28,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_12.PNG,space,1276.720529058999,1622234191.3063836,1276.825419789002,1622234191.411274
29,code,/home/erb/.eegnb/tmp/materials.final/comp/final-12-2.png,space,1276.9875361369996,1622234191.5733912,1277.1205220359989,1622234191.706376
30,code,/home/erb/.eegnb/tmp/materials.final/comp/final-7-1.png,space,1277.287056551002,1622234191.8729112,1277.4180715260009,1622234192.0039258
31,code,/home/erb/.eegnb/tmp/materials.final/comp/final-14-1.png,space,1277.603657525,1622234192.1895118,1277.7326769989995,1622234192.3185315
32,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_14.PNG,space,1277.8869155190005,1622234192.4727702,1278.0412348960017,1622234192.6270893
33,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_9.PNG,space,1278.2035045260018,1622234192.789359,1278.3481475879998,1622234192.934002
34,code,/home/erb/.eegnb/tmp/materials.final/comp/final-4-1.png,space,1278.540642963002,1622234193.1264975,1278.6463989350013,1622234193.232253
35,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_6.PNG,space,1278.8367095909998,1622234193.4225645,1278.991292884999,1622234193.5771472
36,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_3.PNG,space,1279.186634441001,1622234193.7724886,1279.3399565120017,1622234193.9258106
37,prose,/home/erb/.eegnb/tmp/materials.final/prose/bugs/bugs_1.PNG,space,1279.536523699,1622234194.1223783,1279.646597848001,1622234194.2324524
