timestamps,TP9,AF7,AF8,TP10,Right AUX
1623671620.286,-0.488,-0.488,-0.488,-0.488,0.000
1623671620.290,-0.488,-0.488,3.418,1.953,0.000
1623671620.294,31.738,45.410,13.184,24.902,0.000
1623671620.298,-131.836,-129.395,-94.238,-106.934,0.000
1623671620.301,522.461,457.031,435.059,439.453,0.000
1623671620.305,228.027,785.156,-41.504,275.391,0.000
1623671620.309,-1000.000,-673.340,-1000.000,-925.781,0.000
1623671620.313,-969.238,-1000.000,-920.410,-989.258,0.000
1623671620.317,-1000.000,-1000.000,-1000.000,-568.359,0.000
1623671620.321,136.230,-135.254,-45.898,430.176,0.000
1623671620.325,-929.688,-801.270,506.348,841.309,0.000
1623671620.328,-329.102,193.359,-855.957,-358.887,0.000
1623671620.333,-1000.000,-1000.000,-1000.000,-999.023,0.000
1623671620.336,-445.312,-661.621,-725.586,-253.418,0.000
1623671620.340,845.703,726.562,588.867,760.742,0.000
1623671620.344,-868.164,-834.961,-997.559,926.758,0.000
1623671620.348,148.438,198.730,-257.324,-169.922,0.000
1623671620.352,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671620.356,-284.180,-367.188,-405.273,-201.172,0.000
1623671620.360,963.379,929.199,860.840,875.488,0.000
1623671620.364,-909.180,-903.320,-891.602,929.688,0.000
1623671620.367,272.461,410.645,165.039,29.785,0.000
1623671620.371,-1000.000,-1000.000,-1000.000,-995.117,0.000
1623671620.375,-408.203,-702.148,-474.609,-419.434,0.000
1623671620.377,936.523,778.320,844.238,790.527,0.000
1623671620.381,-990.723,995.117,-947.266,973.145,0.000
1623671620.385,893.555,-962.402,718.262,444.824,0.000
1623671620.388,-621.094,-189.941,-706.055,-634.766,0.000
1623671620.392,-523.926,-1000.000,-379.883,-550.293,0.000
1623671620.396,985.840,496.094,-985.352,715.332,0.000
1623671620.400,969.727,-946.289,948.730,996.094,0.000
1623671620.403,988.770,-973.633,-986.328,517.090,0.000
1623671620.407,-410.645,-183.105,-277.832,-589.844,0.000
1623671620.411,-810.059,-1000.000,-442.383,-739.746,0.000
1623671620.415,739.258,393.066,-995.605,570.312,0.000
1623671620.419,-896.973,-841.309,953.613,-981.445,0.000
1623671620.415,715.332,722.656,-951.172,471.191,0.000
1623671620.418,-624.512,-559.570,-31.738,-608.398,0.000
1623671620.422,-1000.000,-1000.000,-292.969,-843.750,0.000
1623671620.426,148.438,-145.020,-995.605,367.676,0.000
1623671620.429,-819.336,972.656,931.641,963.867,0.000
1623671620.433,548.828,-928.711,-923.340,441.895,0.000
1623671620.436,-755.371,177.246,431.152,-508.301,0.000
1623671620.440,-1000.000,-1000.000,-230.957,-969.238,0.000
1623671620.443,-207.520,-517.090,802.246,-43.945,0.000
1623671620.447,-908.203,909.668,976.074,835.449,0.000
1623671620.451,750.977,-927.246,-917.969,511.230,0.000
1623671620.454,-586.426,-175.293,294.434,-508.301,0.000
1623671620.449,-1000.000,-1000.000,-748.535,-1000.000,0.000
1623671620.453,-169.434,-207.031,479.004,-103.516,0.000
1623671620.456,-990.723,976.074,-975.098,873.047,0.000
1623671620.460,-982.910,-913.574,-937.988,534.180,0.000
1623671620.463,-122.070,100.098,157.227,-445.801,0.000
1623671620.466,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671620.470,-180.176,-189.941,153.320,-208.496,0.000
