timestamps,TP9,AF7,AF8,TP10,Right AUX
1623671685.273,-0.488,-0.488,-0.488,-0.488,0.000
1623671685.277,-0.488,-0.488,-0.488,-0.488,0.000
1623671685.281,30.762,30.762,30.762,30.762,0.000
1623671685.285,-68.359,-68.359,-68.359,-68.359,0.000
1623671685.289,383.301,383.789,383.789,383.789,0.000
1623671685.293,-996.582,-996.094,-995.605,-995.605,0.000
1623671685.296,960.449,960.938,960.938,960.938,0.000
1623671685.300,954.590,955.566,955.566,955.566,0.000
1623671685.304,971.680,972.168,972.168,972.656,0.000
1623671685.308,968.262,969.238,969.238,969.238,0.000
1623671685.312,968.262,969.238,969.238,969.238,0.000
1623671685.316,968.262,969.238,969.238,968.750,0.000
1623671685.319,968.262,969.238,969.238,968.750,0.000
1623671685.322,968.262,969.238,969.238,968.750,0.000
1623671685.326,968.262,969.238,968.750,968.750,0.000
1623671685.330,968.262,968.750,969.238,969.238,0.000
1623671685.334,968.262,968.750,969.238,969.238,0.000
1623671685.338,968.262,969.238,969.238,969.238,0.000
1623671685.341,968.262,968.750,969.238,968.750,0.000
1623671685.345,968.262,968.750,968.750,968.750,0.000
1623671685.349,968.262,969.238,968.750,968.750,0.000
1623671685.353,968.262,969.238,969.238,969.238,0.000
1623671685.357,968.262,968.750,968.750,968.750,0.000
1623671685.360,968.262,969.238,968.750,968.750,0.000
1623671685.359,968.262,969.238,968.750,969.238,0.000
1623671685.363,968.262,968.750,969.238,969.238,0.000
1623671685.366,968.262,968.750,969.238,969.238,0.000
1623671685.370,968.262,969.238,969.238,969.238,0.000
1623671685.374,968.262,969.238,969.238,968.750,0.000
1623671685.377,968.262,969.238,969.238,968.750,0.000
1623671685.381,968.262,969.238,969.238,969.238,0.000
1623671685.384,968.262,969.238,968.750,969.238,0.000
1623671685.388,968.262,968.750,968.750,969.238,0.000
1623671685.392,968.262,968.750,968.750,968.750,0.000
1623671685.395,968.262,968.750,969.238,968.750,0.000
1623671685.399,968.262,969.238,969.238,969.238,0.000
1623671685.395,968.262,969.238,969.238,969.238,0.000
1623671685.398,968.262,969.238,969.238,969.238,0.000
1623671685.401,968.262,969.238,969.238,969.238,0.000
1623671685.405,968.262,969.238,969.238,968.750,0.000
1623671685.408,968.262,969.238,968.750,968.750,0.000
1623671685.411,968.262,969.238,968.750,968.750,0.000
1623671685.415,967.773,968.750,968.750,968.750,0.000
1623671685.418,968.262,968.750,968.750,968.750,0.000
1623671685.422,968.262,968.750,968.750,968.750,0.000
1623671685.425,968.262,968.750,969.238,968.750,0.000
1623671685.428,968.262,969.238,969.238,968.750,0.000
1623671685.432,968.262,969.238,969.238,969.238,0.000
1623671685.428,968.262,969.238,968.750,968.750,0.000
1623671685.432,968.262,969.238,968.750,969.238,0.000
1623671685.435,968.262,968.750,969.238,968.750,0.000
1623671685.438,968.262,969.238,969.238,969.238,0.000
1623671685.441,968.262,969.238,969.238,969.238,0.000
1623671685.444,968.262,968.750,969.238,969.238,0.000
1623671685.448,968.262,968.750,969.238,969.238,0.000
1623671685.451,968.262,969.238,969.238,969.238,0.000
1623671685.454,968.262,969.238,968.750,968.750,0.000
1623671685.457,968.262,968.750,969.238,968.750,0.000
1623671685.461,968.262,968.750,969.238,968.750,0.000
1623671685.464,968.262,969.238,968.750,969.238,0.000
1623671685.463,968.262,969.238,969.238,969.238,0.000
1623671685.466,968.262,969.238,969.238,969.238,0.000
1623671685.469,968.262,968.750,969.238,969.238,0.000
1623671685.472,968.262,968.750,968.750,969.238,0.000
1623671685.475,968.262,969.238,969.238,968.750,0.000
1623671685.478,968.262,969.238,969.238,968.750,0.000
1623671685.481,968.262,969.238,969.238,969.238,0.000
1623671685.485,968.262,969.238,969.238,969.238,0.000
1623671685.488,968.262,969.238,969.238,969.238,0.000
1623671685.491,968.262,969.238,969.238,969.238,0.000
1623671685.494,968.262,969.238,969.238,968.750,0.000
1623671685.497,968.262,968.750,969.238,968.750,0.000
1623671685.498,968.262,968.750,969.238,969.238,0.000
1623671685.501,968.262,969.238,969.238,968.750,0.000
1623671685.504,968.262,968.750,969.238,968.750,0.000
1623671685.507,968.262,969.238,968.750,969.238,0.000
1623671685.510,968.262,969.238,968.750,969.238,0.000
1623671685.514,968.262,969.238,969.238,969.238,0.000
1623671685.517,968.262,968.750,969.238,969.238,0.000
1623671685.520,968.262,969.238,968.750,968.750,0.000
1623671685.523,968.262,969.238,969.238,968.750,0.000
1623671685.526,968.262,969.238,969.238,969.238,0.000
1623671685.529,968.262,969.238,969.238,968.750,0.000
1623671685.532,968.262,969.238,968.750,968.750,0.000
1623671685.541,968.262,969.238,968.750,969.238,0.000
1623671685.545,968.262,969.238,969.238,968.750,0.000
1623671685.548,968.262,969.238,969.238,968.750,0.000
1623671685.551,968.262,969.238,969.238,969.238,0.000
1623671685.554,968.262,969.238,968.750,969.238,0.000
1623671685.557,968.262,968.750,969.238,969.238,0.000
1623671685.561,968.262,969.238,968.750,969.238,0.000
1623671685.564,968.262,969.238,969.238,968.750,0.000
1623671685.567,968.262,969.238,969.727,969.238,0.000
1623671685.570,968.750,969.727,968.750,969.727,0.000
1623671685.573,905.273,906.250,908.203,906.250,0.000
1623671685.577,-893.066,-892.090,-895.996,-892.090,0.000
1623671685.581,187.988,188.477,175.781,188.477,0.000
1623671685.584,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.587,-984.375,-984.375,-982.910,-984.375,0.000
1623671685.591,-973.145,-973.145,-974.121,-973.145,0.000
1623671685.594,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.597,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.600,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.603,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.607,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.610,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.613,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.616,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.620,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.624,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.627,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.630,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.633,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.637,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.640,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.643,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.646,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.649,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.653,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.656,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.661,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.664,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.668,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.671,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.674,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.677,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.681,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.684,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.687,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.690,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.694,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.697,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.703,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.706,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.710,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.713,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.716,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.719,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1623671685.723,-980.957,-983.398,-973.633,-980.957,0.000
1623671685.726,-969.727,-965.820,-998.535,-969.727,0.000
1623671685.729,-1000.000,-1000.000,-954.102,-1000.000,0.000
1623671685.732,86.426,55.664,230.469,86.914,0.000
1623671685.736,-900.391,-903.809,-930.664,-899.414,0.000
1623671685.739,914.062,917.969,922.363,914.551,0.000
1623671685.746,962.891,961.914,964.355,963.379,0.000
1623671685.749,969.238,970.215,970.215,969.727,0.000
1623671685.752,968.262,969.238,969.238,969.238,0.000
1623671685.756,968.262,969.238,968.750,969.238,0.000
1623671685.759,968.262,969.238,969.238,968.750,0.000
1623671685.762,968.262,969.238,969.238,968.750,0.000
1623671685.765,968.262,969.238,968.750,969.238,0.000
1623671685.769,968.262,969.238,969.238,969.238,0.000
1623671685.772,968.262,969.238,969.238,968.750,0.000
1623671685.775,968.262,969.238,969.238,969.238,0.000
1623671685.779,968.262,969.238,969.238,969.238,0.000
1623671685.782,968.262,969.238,969.238,968.750,0.000
1623671685.790,968.262,969.238,969.238,969.238,0.000
1623671685.793,968.262,969.238,969.238,969.238,0.000
1623671685.796,968.262,968.750,969.238,969.238,0.000
1623671685.800,968.262,969.238,969.238,969.238,0.000
1623671685.803,968.262,969.238,968.750,968.750,0.000
