timestamps,TP9,AF7,AF8,TP10,Right AUX
1623671809.237,0.000,0.000,-0.488,0.000,0.000
1623671809.240,0.000,0.000,-0.488,0.000,0.000
1623671809.244,-32.227,-32.227,30.762,-32.227,0.000
1623671809.248,70.312,70.312,-68.359,70.312,0.000
1623671809.252,-401.855,-396.484,384.277,-396.484,0.000
1623671809.256,-1000.000,-1000.000,-984.863,-1000.000,0.000
1623671809.260,-991.211,-992.188,889.160,-992.188,0.000
1623671809.264,-1000.000,-986.816,-910.645,-986.816,0.000
1623671809.267,108.887,-1000.000,406.250,-1000.000,0.000
1623671809.271,631.836,-1000.000,-980.957,-992.188,0.000
1623671809.275,637.207,-1000.000,-1000.000,-972.656,0.000
1623671809.279,-983.398,-1000.000,-956.055,-1000.000,0.000
1623671809.281,953.125,-1000.000,-1000.000,-317.383,0.000
1623671809.285,967.285,-1000.000,-950.195,778.809,0.000
1623671809.288,969.238,-1000.000,-1000.000,984.863,0.000
1623671809.292,968.750,-1000.000,-888.672,941.406,0.000
1623671809.296,981.445,-1000.000,491.699,975.586,0.000
1623671809.299,904.297,-1000.000,-919.922,949.219,0.000
1623671809.303,-940.918,-1000.000,903.320,973.145,0.000
1623671809.307,641.602,-1000.000,979.492,882.324,0.000
1623671809.310,-763.672,-1000.000,969.238,43.457,0.000
1623671809.314,-1000.000,-1000.000,969.238,-764.160,0.000
1623671809.318,-942.871,-1000.000,969.238,-740.723,0.000
1623671809.321,-1000.000,-1000.000,969.238,-646.973,0.000
1623671809.320,-1000.000,-1000.000,969.727,-880.371,0.000
1623671809.323,-965.332,-1000.000,969.238,-1000.000,0.000
1623671809.327,-1000.000,-1000.000,969.238,-970.703,0.000
1623671809.330,-965.820,-995.605,969.238,-1000.000,0.000
1623671809.334,297.852,-1000.000,969.238,-753.418,0.000
1623671809.337,-921.387,-992.676,969.238,-122.070,0.000
1623671809.341,912.598,-774.902,969.238,80.566,0.000
1623671809.344,969.238,-545.410,969.238,176.758,0.000
1623671809.348,969.238,-494.141,969.238,661.133,0.000
1623671809.351,968.262,-359.375,969.238,991.211,0.000
1623671809.355,968.262,7.324,969.238,957.520,0.000
1623671809.358,968.262,440.430,969.238,964.844,0.000
1623671809.354,968.262,671.875,969.238,970.703,0.000
1623671809.358,968.262,555.664,968.750,970.215,0.000
1623671809.361,968.262,318.359,969.238,959.961,0.000
1623671809.364,968.262,297.363,969.238,985.840,0.000
1623671809.367,968.262,531.250,969.238,906.250,0.000
1623671809.371,968.262,743.652,969.238,720.215,0.000
1623671809.374,968.262,569.336,969.238,847.656,0.000
1623671809.377,968.262,170.898,969.238,983.398,0.000
1623671809.381,968.262,107.910,969.238,968.750,0.000
1623671809.384,968.750,437.988,969.238,956.055,0.000
1623671809.387,962.891,770.020,969.238,872.070,0.000
1623671809.390,968.750,769.043,969.238,923.340,0.000
1623671809.388,957.520,691.406,969.238,978.516,0.000
1623671809.391,916.504,863.770,969.238,953.613,0.000
1623671809.394,-873.047,979.492,969.238,-995.605,0.000
1623671809.397,-98.145,964.355,969.238,769.043,0.000
1623671809.400,-646.484,967.773,968.750,685.059,0.000
1623671809.403,868.652,969.727,969.238,943.359,0.000
1623671809.407,-968.262,969.238,969.238,-994.629,0.000
1623671809.410,912.109,969.238,969.238,743.652,0.000
1623671809.413,980.957,969.238,969.238,1.953,0.000
1623671809.416,968.262,969.238,969.238,-328.613,0.000
1623671809.419,968.262,969.238,969.238,-82.520,0.000
1623671809.422,968.750,982.910,969.727,26.367,0.000
1623671809.422,968.262,914.551,969.238,-515.625,0.000
1623671809.425,968.262,-975.098,969.238,-1000.000,0.000
1623671809.428,968.262,816.406,969.238,-992.188,0.000
1623671809.431,969.238,-586.914,977.051,-990.234,0.000
