timestamps,TP9,AF7,AF8,TP10,Right AUX
1623671860.229,-0.488,-0.488,0.000,0.000,0.000
1623671860.233,0.000,-0.488,0.000,0.000,0.000
1623671860.237,29.297,31.250,-33.691,-32.715,0.000
1623671860.241,-128.418,-131.348,133.789,132.812,0.000
1623671860.245,504.395,509.277,-529.785,-526.855,0.000
1623671860.249,257.324,278.320,-292.969,-289.062,0.000
1623671860.253,-1000.000,-1000.000,-977.051,-953.613,0.000
1623671860.256,-711.914,-855.469,-964.844,995.117,0.000
1623671860.260,690.430,514.648,-136.719,-260.254,0.000
1623671860.264,-830.078,-797.852,-1000.000,-1000.000,0.000
1623671860.268,167.480,145.996,-307.617,-211.914,0.000
1623671860.272,-1000.000,-1000.000,943.359,986.328,0.000
1623671860.276,-946.777,-1000.000,-916.504,-945.312,0.000
1623671860.280,351.074,106.934,67.871,-27.832,0.000
1623671860.284,-779.297,-764.160,-1000.000,-1000.000,0.000
1623671860.288,142.090,229.980,-512.207,-404.785,0.000
1623671860.292,-1000.000,-1000.000,836.426,893.555,0.000
1623671860.296,-1000.000,-1000.000,-866.211,-887.695,0.000
1623671860.300,60.059,-23.926,178.711,178.223,0.000
1623671860.304,-768.555,-785.645,-1000.000,-1000.000,0.000
1623671860.308,308.594,398.926,-794.922,-656.738,0.000
1623671860.311,-958.008,-911.133,561.035,733.398,0.000
1623671860.315,-1000.000,-1000.000,-810.059,-839.355,0.000
1623671860.319,-144.043,-239.258,158.691,175.293,0.000
1623671860.322,-821.777,-879.883,-1000.000,-1000.000,0.000
1623671860.326,510.742,661.621,-990.234,-898.438,0.000
1623671860.330,-861.816,-733.398,250.000,426.758,0.000
1623671860.333,-1000.000,-1000.000,-773.438,-788.574,0.000
1623671860.337,-220.215,-190.918,209.961,147.461,0.000
1623671860.341,-918.457,-975.098,-1000.000,-1000.000,0.000
1623671860.345,794.434,976.074,-1000.000,-1000.000,0.000
1623671860.349,-564.453,-269.043,18.555,132.324,0.000
1623671860.353,-1000.000,-1000.000,-781.738,-764.160,0.000
1623671860.357,-184.082,-199.707,383.789,291.992,0.000
1623671860.360,-980.957,-998.535,-918.457,-963.867,0.000
1623671860.364,994.629,-962.402,-1000.000,-1000.000,0.000
1623671860.362,-222.656,-98.633,-181.152,-107.422,0.000
1623671860.366,-1000.000,-1000.000,-859.375,-811.523,0.000
1623671860.370,-262.695,-387.207,617.188,493.164,0.000
1623671860.373,964.844,902.344,-756.836,-867.188,0.000
1623671860.377,-932.617,-894.531,-1000.000,-1000.000,0.000
1623671860.381,3.418,118.164,-206.055,-224.121,0.000
1623671860.384,-1000.000,-1000.000,-940.918,-908.691,0.000
1623671860.388,-457.520,-603.516,869.141,761.230,0.000
1623671860.392,868.652,776.855,-441.895,-608.398,0.000
1623671860.395,-877.441,-848.633,-1000.000,-1000.000,0.000
1623671860.399,185.059,185.547,-194.336,-185.547,0.000
1623671860.403,-1000.000,-1000.000,-997.559,-978.516,0.000
1623671860.398,-702.637,-820.801,-973.633,989.746,0.000
1623671860.401,686.523,540.527,-118.652,-239.258,0.000
1623671860.405,-830.078,-803.223,-1000.000,-1000.000,0.000
1623671860.408,167.480,152.344,-326.172,-223.633,0.000
1623671860.412,-1000.000,-1000.000,932.617,979.004,0.000
1623671860.415,-947.266,-1000.000,-910.645,-938.965,0.000
1623671860.419,350.586,188.477,92.285,-2.441,0.000
1623671860.422,-778.809,-762.695,-1000.000,-1000.000,0.000
1623671860.426,141.113,221.191,-552.734,-426.270,0.000
1623671860.429,-1000.000,-992.188,806.641,887.695,0.000
1623671860.433,-1000.000,-1000.000,-859.375,-885.254,0.000
1623671860.436,47.852,-96.680,171.387,162.109,0.000
1623671860.432,-769.531,-799.805,-1000.000,-1000.000,0.000
1623671860.436,321.289,434.570,-797.852,-659.180,0.000
1623671860.439,-954.102,-903.320,556.152,727.539,0.000
1623671860.443,-1000.000,-1000.000,-808.594,-837.891,0.000
1623671860.446,-140.625,-215.820,156.738,173.340,0.000
1623671860.449,-822.754,-882.324,-1000.000,-1000.000,0.000
1623671860.453,520.020,685.547,-1000.000,-913.086,0.000
1623671860.456,-855.469,-699.707,226.562,404.297,0.000
1623671860.459,-1000.000,-1000.000,-771.484,-784.668,0.000
1623671860.463,-219.238,-199.219,209.961,143.555,0.000
1623671860.466,-918.457,-951.172,-1000.000,-1000.000,0.000
1623671860.470,793.457,908.691,-1000.000,-1000.000,0.000
1623671860.468,-565.918,-390.625,-30.762,77.148,0.000
1623671860.471,-1000.000,-1000.000,-789.062,-766.602,0.000
1623671860.475,-183.105,-195.312,392.090,299.805,0.000
1623671860.478,-983.398,997.070,-918.457,-963.379,0.000
1623671860.481,-999.023,-958.984,-1000.000,-1000.000,0.000
1623671860.485,-210.938,-95.215,-191.406,-122.070,0.000
1623671860.488,-1000.000,-1000.000,-869.141,-816.406,0.000
1623671860.491,-259.766,-328.613,647.949,507.324,0.000
1623671860.495,965.332,930.664,-725.586,-860.352,0.000
1623671860.498,-932.129,-905.273,-1000.000,-1000.000,0.000
1623671860.501,12.207,115.234,-207.031,-225.098,0.000
1623671860.504,-1000.000,-1000.000,-935.547,-901.855,0.000
1623671860.505,-478.516,-683.594,853.516,737.305,0.000
1623671860.508,855.957,687.012,-465.820,-639.648,0.000
1623671860.511,-872.559,-831.543,-1000.000,-1000.000,0.000
1623671860.515,193.359,181.641,-197.266,-185.059,0.000
1623671860.518,-1000.000,-1000.000,998.535,-981.445,0.000
1623671860.521,-708.496,-827.148,-969.727,996.094,0.000
1623671860.525,682.129,532.715,-106.934,-224.609,0.000
1623671860.528,-828.613,-800.293,-1000.000,-1000.000,0.000
1623671860.531,164.551,145.996,-345.215,-236.816,0.000
1623671860.534,-1000.000,-1000.000,927.246,976.562,0.000
1623671860.538,-968.750,-1000.000,-909.180,-939.453,0.000
1623671860.541,313.965,104.004,73.730,-14.160,0.000
1623671860.543,-775.391,-763.184,-1000.000,-1000.000,0.000
1623671860.546,140.137,226.562,-561.523,-439.453,0.000
1623671860.549,-1000.000,-996.094,795.898,877.930,0.000
1623671860.553,-1000.000,-1000.000,-856.934,-881.348,0.000
1623671860.556,24.414,-93.750,175.781,175.293,0.000
1623671860.559,-772.949,-815.430,-1000.000,-1000.000,0.000
1623671860.563,338.867,538.574,-775.879,-630.371,0.000
1623671860.566,-944.824,-822.754,586.426,761.230,0.000
1623671860.569,-1000.000,-1000.000,-814.453,-845.703,0.000
1623671860.572,-169.434,-231.934,163.086,180.664,0.000
1623671860.576,-830.566,-878.906,-1000.000,-1000.000,0.000
1623671860.579,529.297,665.039,-951.660,-867.188,0.000
1623671860.581,-854.492,-749.512,300.293,476.074,0.000
1623671860.584,-1000.000,-1000.000,-786.133,-797.852,0.000
1623671860.587,-232.422,-209.961,230.957,158.203,0.000
1623671860.591,-885.254,-923.828,-1000.000,-1000.000,0.000
1623671860.594,699.707,824.707,-990.234,-960.938,0.000
1623671860.597,-729.492,-528.809,151.367,252.930,0.000
1623671860.600,-1000.000,-1000.000,-807.617,-785.156,0.000
1623671860.604,-180.176,-229.004,396.484,299.805,0.000
1623671860.607,-991.699,973.633,-909.668,-957.520,0.000
1623671860.610,-991.699,-945.801,-1000.000,-1000.000,0.000
1623671860.613,-192.383,-46.387,-189.941,-119.141,0.000
1623671860.617,-1000.000,-1000.000,-863.281,-814.453,0.000
1623671860.621,-296.387,-427.246,625.488,498.535,0.000
1623671860.624,950.684,884.277,-750.977,-865.723,0.000
1623671860.628,-924.805,-884.766,-1000.000,-1000.000,0.000
1623671860.631,13.184,149.902,-200.684,-220.703,0.000
1623671860.634,-1000.000,-1000.000,-955.078,-917.969,0.000
1623671860.637,-477.539,-563.965,914.062,795.410,0.000
1623671860.641,856.934,823.730,-368.164,-563.477,0.000
1623671860.644,-872.559,-856.445,-1000.000,-1000.000,0.000
1623671860.647,189.453,178.711,-201.660,-183.594,0.000
1623671860.650,-1000.000,-1000.000,-1000.000,-980.469,0.000
1623671860.654,-760.254,-905.762,-969.238,997.070,0.000
